First_Procedure_Code,amb_acute_count,OPCS_L4_Code,OPCS_L4_Desc,OPCS_L3_Code,OPCS_L3_Desc,OPCS_L2_Code,OPCS_L2_Desc,OPCS_L1_Code,OPCS_L1_Desc,OPCS_Version,OPCS_Status
S456,69,S456,S456: Removal of foreign body from skin NEC,S45,S45: Removal of other substance from skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S458,1,S458,S458: Other specified removal of other substance from skin,S45,S45: Removal of other substance from skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S459,1,S459,S459: Unspecified removal of other substance from skin,S45,S45: Removal of other substance from skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S471,2454,S471,S471: Drainage of lesion of skin of head or neck,S47,S47: Opening of skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S592,2,S592,S592: Leech therapy of skin NEC,S59,S59: Leech therapy of skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.7,Live
S602,1,S602,S602: Dermabrasion of skin NEC,S60,S60: Other operations on skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S604,5,S604,S604: Refashioning of scar NEC,S60,S60: Other operations on skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S608,213,S608,S608: Other specified other operations on skin,S60,S60: Other operations on skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S623,1,S623,S623: Removal of inserted substance from subcutaneous tissue,S62,S62: Other operations on subcutaneous tissue,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S625,5,S625,S625: Removal of hormone implant from subcutaneous tissue,S62,S62: Other operations on subcutaneous tissue,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.3,Live
S627,2,S627,S627: Insertion of diagnostic device into subcutaneous tissue,S62,S62: Other operations on subcutaneous tissue,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.7,Live
S628,6,S628,S628: Other specified other operations on subcutaneous tissue,S62,S62: Other operations on subcutaneous tissue,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S641,174,S641,S641: Excision of nail bed,S64,S64: Extirpation of nail bed,S64-S70,S64-S70: Nail,S,S: Skin,4.2,Live
S642,3,S642,S642: Chemical destruction of nail bed,S64,S64: Extirpation of nail bed,S64-S70,S64-S70: Nail,S,S: Skin,4.2,Live
S643,11,S643,S643: Destruction of nail bed NEC,S64,S64: Extirpation of nail bed,S64-S70,S64-S70: Nail,S,S: Skin,4.2,Live
S648,22,S648,S648: Other specified extirpation of nail bed,S64,S64: Extirpation of nail bed,S64-S70,S64-S70: Nail,S,S: Skin,4.2,Live
S649,2,S649,S649: Unspecified extirpation of nail bed,S64,S64: Extirpation of nail bed,S64-S70,S64-S70: Nail,S,S: Skin,4.2,Live
S661,11,S661,S661: Biopsy of lesion of nail bed,S66,S66: Other operations on nail bed,S64-S70,S64-S70: Nail,S,S: Skin,4.2,Live
S662,80,S662,S662: Repair of nail bed,S66,S66: Other operations on nail bed,S64-S70,S64-S70: Nail,S,S: Skin,4.2,Live
S663,163,S663,S663: Incision of nail bed,S66,S66: Other operations on nail bed,S64-S70,S64-S70: Nail,S,S: Skin,4.2,Live
S668,360,S668,S668: Other specified other operations on nail bed,S66,S66: Other operations on nail bed,S64-S70,S64-S70: Nail,S,S: Skin,4.2,Live
S681,674,S681,S681: Total excision of nail,S68,S68: Excision of nail,S64-S70,S64-S70: Nail,S,S: Skin,4.2,Live
S682,27,S682,S682: Excision of wedge of nail,S68,S68: Excision of nail,S64-S70,S64-S70: Nail,S,S: Skin,4.2,Live
S683,121,S683,S683: Partial excision of nail NEC,S68,S68: Excision of nail,S64-S70,S64-S70: Nail,S,S: Skin,4.2,Live
S688,12,S688,S688: Other specified excision of nail,S68,S68: Excision of nail,S64-S70,S64-S70: Nail,S,S: Skin,4.2,Live
S689,79,S689,S689: Unspecified excision of nail,S68,S68: Excision of nail,S64-S70,S64-S70: Nail,S,S: Skin,4.2,Live
S701,1200,S701,S701: Avulsion of nail,S70,S70: Other operations on nail,S64-S70,S64-S70: Nail,S,S: Skin,4.2,Live
S702,32,S702,S702: Incision of nail,S70,S70: Other operations on nail,S64-S70,S64-S70: Nail,S,S: Skin,4.2,Live
S703,10,S703,S703: Removal of foreign body from nail,S70,S70: Other operations on nail,S64-S70,S64-S70: Nail,S,S: Skin,4.2,Live
S708,48,S708,S708: Other specified other operations on nail,S70,S70: Other operations on nail,S64-S70,S64-S70: Nail,S,S: Skin,4.2,Live
T013,1,T013,T013: Excision of lesion of chest wall,T01,T01: Partial excision of chest wall,T01-T17,T01-T17: Chest wall pleura and diaphragm,T,T: Soft Tissue,4.2,Live
T202,2,T202,T202: Primary repair of inguinal hernia using insert of prosthetic material,T20,T20: Primary repair of inguinal hernia,"T19-T32, T97-T98","T19-T32, T97-T98: Abdominal wall",T,T: Soft Tissue,4.2,Live
T203,2,T203,T203: Primary repair of inguinal hernia using sutures,T20,T20: Primary repair of inguinal hernia,"T19-T32, T97-T98","T19-T32, T97-T98: Abdominal wall",T,T: Soft Tissue,4.2,Live
T212,1,T212,T212: Repair of recurrent inguinal hernia using insert of prosthetic material,T21,T21: Repair of recurrent inguinal hernia,"T19-T32, T97-T98","T19-T32, T97-T98: Abdominal wall",T,T: Soft Tissue,4.2,Live
T214,2,T214,T214: Removal of prosthetic material from previous repair of inguinal hernia,T21,T21: Repair of recurrent inguinal hernia,"T19-T32, T97-T98","T19-T32, T97-T98: Abdominal wall",T,T: Soft Tissue,4.2,Live
T223,1,T223,T223: Primary repair of femoral hernia using sutures,T22,T22: Primary repair of femoral hernia,"T19-T32, T97-T98","T19-T32, T97-T98: Abdominal wall",T,T: Soft Tissue,4.2,Live
T242,1,T242,T242: Repair of umbilical hernia using insert of prosthetic material,T24,T24: Primary repair of umbilical hernia,"T19-T32, T97-T98","T19-T32, T97-T98: Abdominal wall",T,T: Soft Tissue,4.2,Live
T243,6,T243,T243: Repair of umbilical hernia using sutures,T24,T24: Primary repair of umbilical hernia,"T19-T32, T97-T98","T19-T32, T97-T98: Abdominal wall",T,T: Soft Tissue,4.2,Live
T253,2,T253,T253: Primary repair of incisional hernia using sutures,T25,T25: Primary repair of incisional hernia,"T19-T32, T97-T98","T19-T32, T97-T98: Abdominal wall",T,T: Soft Tissue,4.2,Live
T259,2,T259,T259: Unspecified primary repair of incisional hernia,T25,T25: Primary repair of incisional hernia,"T19-T32, T97-T98","T19-T32, T97-T98: Abdominal wall",T,T: Soft Tissue,4.2,Live
T525,1,T525,T525: Digital fasciectomy,T52,T52: Excision of other fascia,T50-T62,T50-T62: Fascia ganglion and bursa,T,T: Soft Tissue,4.4,Live
T529,1,T529,T529: Unspecified excision of other fascia,T52,T52: Excision of other fascia,T50-T62,T50-T62: Fascia ganglion and bursa,T,T: Soft Tissue,4.2,Live
T531,4,T531,T531: Excision of lesion of fascia,T53,T53: Extirpation of lesion of fascia,T50-T62,T50-T62: Fascia ganglion and bursa,T,T: Soft Tissue,4.2,Live
T541,4,T541,T541: Division of palmar fascia NEC,T54,T54: Division of fascia,T50-T62,T50-T62: Fascia ganglion and bursa,T,T: Soft Tissue,4.2,Live
T542,2,T542,T542: Division of plantar fascia NEC,T54,T54: Division of fascia,T50-T62,T50-T62: Fascia ganglion and bursa,T,T: Soft Tissue,4.2,Live
T548,3,T548,T548: Other specified division of fascia,T54,T54: Division of fascia,T50-T62,T50-T62: Fascia ganglion and bursa,T,T: Soft Tissue,4.2,Live
T549,26,T549,T549: Unspecified division of fascia,T54,T54: Division of fascia,T50-T62,T50-T62: Fascia ganglion and bursa,T,T: Soft Tissue,4.2,Live
T551,1,T551,T551: Release fasciotomy of upper arm,T55,T55: Release of fascia,T50-T62,T50-T62: Fascia ganglion and bursa,T,T: Soft Tissue,4.2,Live
T552,13,T552,T552: Release fasciotomy of forearm,T55,T55: Release of fascia,T50-T62,T50-T62: Fascia ganglion and bursa,T,T: Soft Tissue,4.2,Live
T553,1,T553,T553: Release fasciotomy of thigh,T55,T55: Release of fascia,T50-T62,T50-T62: Fascia ganglion and bursa,T,T: Soft Tissue,4.2,Live
T554,7,T554,T554: Release fasciotomy of anterior compartment of lower leg,T55,T55: Release of fascia,T50-T62,T50-T62: Fascia ganglion and bursa,T,T: Soft Tissue,4.2,Live
T556,7,T556,T556: Release fasciotomy of leg NEC,T55,T55: Release of fascia,T50-T62,T50-T62: Fascia ganglion and bursa,T,T: Soft Tissue,4.2,Live
T558,1,T558,T558: Other specified release of fascia,T55,T55: Release of fascia,T50-T62,T50-T62: Fascia ganglion and bursa,T,T: Soft Tissue,4.2,Live
T572,6,T572,T572: Biopsy of lesion of fascia,T57,T57: Other operations on fascia,T50-T62,T50-T62: Fascia ganglion and bursa,T,T: Soft Tissue,4.2,Live
T578,78,T578,T578: Other specified other operations on fascia,T57,T57: Other operations on fascia,T50-T62,T50-T62: Fascia ganglion and bursa,T,T: Soft Tissue,4.2,Live
T611,1,T611,T611: Aspiration of ganglion,T61,T61: Other operations on ganglion,T50-T62,T50-T62: Fascia ganglion and bursa,T,T: Soft Tissue,4.7,Live
U059,1,U059,U059: Unspecified diagnostic imaging of central nervous system,U05,U05: Diagnostic imaging of central nervous system,"U01-U21, U35-U37","U01-U21, U35-U37: Diagnostic Imaging",U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U061,367,U061,U061: Computed tomography of sinuses,U06,U06: Diagnostic imaging of face and neck,"U01-U21, U35-U37","U01-U21, U35-U37: Diagnostic Imaging",U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U063,2,U063,U063: Ultrasound of thyroid gland,U06,U06: Diagnostic imaging of face and neck,"U01-U21, U35-U37","U01-U21, U35-U37: Diagnostic Imaging",U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U068,17,U068,U068: Other specified diagnostic imaging of face and neck,U06,U06: Diagnostic imaging of face and neck,"U01-U21, U35-U37","U01-U21, U35-U37: Diagnostic Imaging",U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U071,1770,U071,U071: Computed tomography of chest,U07,U07: Diagnostic imaging of chest,"U01-U21, U35-U37","U01-U21, U35-U37: Diagnostic Imaging",U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U072,28,U072,U072: Magnetic resonance imaging of chest,U07,U07: Diagnostic imaging of chest,"U01-U21, U35-U37","U01-U21, U35-U37: Diagnostic Imaging",U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U073,133,U073,U073: Plain x-ray of chest,U07,U07: Diagnostic imaging of chest,"U01-U21, U35-U37","U01-U21, U35-U37: Diagnostic Imaging",U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U081,777,U081,U081: Computed tomography of abdomen NEC,U08,U08: Diagnostic imaging of abdomen,"U01-U21, U35-U37","U01-U21, U35-U37: Diagnostic Imaging",U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U082,135,U082,U082: Ultrasound of abdomen,U08,U08: Diagnostic imaging of abdomen,"U01-U21, U35-U37","U01-U21, U35-U37: Diagnostic Imaging",U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U083,3,U083,U083: Plain x-ray of abdomen,U08,U08: Diagnostic imaging of abdomen,"U01-U21, U35-U37","U01-U21, U35-U37: Diagnostic Imaging",U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U084,1,U084,U084: Upper gastrointestinal imaging series,U08,U08: Diagnostic imaging of abdomen,"U01-U21, U35-U37","U01-U21, U35-U37: Diagnostic Imaging",U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U085,216,U085,U085: Magnetic resonance imaging of abdomen,U08,U08: Diagnostic imaging of abdomen,"U01-U21, U35-U37","U01-U21, U35-U37: Diagnostic Imaging",U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.5,Live
U091,1016,U091,U091: Computed tomography of pelvis,U09,U09: Diagnostic imaging of pelvis,"U01-U21, U35-U37","U01-U21, U35-U37: Diagnostic Imaging",U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U092,67,U092,U092: Ultrasound of pelvis,U09,U09: Diagnostic imaging of pelvis,"U01-U21, U35-U37","U01-U21, U35-U37: Diagnostic Imaging",U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U093,765,U093,U093: Magnetic resonance imaging of pelvis,U09,U09: Diagnostic imaging of pelvis,"U01-U21, U35-U37","U01-U21, U35-U37: Diagnostic Imaging",U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.5,Live
U101,2,U101,U101: Cardiac computed tomography for calcium scoring,U10,U10: Diagnostic imaging of heart,"U01-U21, U35-U37","U01-U21, U35-U37: Diagnostic Imaging",U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U102,76,U102,U102: Cardiac computed tomography angiography,U10,U10: Diagnostic imaging of heart,"U01-U21, U35-U37","U01-U21, U35-U37: Diagnostic Imaging",U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U103,19,U103,U103: Cardiac magnetic resonance imaging,U10,U10: Diagnostic imaging of heart,"U01-U21, U35-U37","U01-U21, U35-U37: Diagnostic Imaging",U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U106,1,U106,U106: Myocardial perfusion scan,U10,U10: Diagnostic imaging of heart,"U01-U21, U35-U37","U01-U21, U35-U37: Diagnostic Imaging",U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U107,1,U107,U107: Cardiac multiple gated acquisition scan,U10,U10: Diagnostic imaging of heart,"U01-U21, U35-U37","U01-U21, U35-U37: Diagnostic Imaging",U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U108,1,U108,U108: Other specified diagnostic imaging of heart,U10,U10: Diagnostic imaging of heart,"U01-U21, U35-U37","U01-U21, U35-U37: Diagnostic Imaging",U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U111,6,U111,U111: Ultrasound of carotid artery,U11,U11: Diagnostic imaging of vascular system,"U01-U21, U35-U37","U01-U21, U35-U37: Diagnostic Imaging",U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U112,4412,U112,U112: Doppler ultrasound of vessels of extremities,U11,U11: Diagnostic imaging of vascular system,"U01-U21, U35-U37","U01-U21, U35-U37: Diagnostic Imaging",U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U412,3,U412,U412: Oral drug provocation test,U41,U41: Provocation test,U22-U41,U22-U41: Diagnostic tests,U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.9,Live
U501,31,U501,U501: Delivery of rehabilitation for amputation of limb,U50,U50: Rehabilitation for musculoskeletal disorders,U50-U54,U50-U54: Rehabilitation,U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U502,6,U502,U502: Delivery of rehabilitation for hip fracture,U50,U50: Rehabilitation for musculoskeletal disorders,U50-U54,U50-U54: Rehabilitation,U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U503,4,U503,U503: Delivery of rehabilitation for joint replacement,U50,U50: Rehabilitation for musculoskeletal disorders,U50-U54,U50-U54: Rehabilitation,U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U505,4,U505,U505: Delivery of rehabilitation for osteoarthritis,U50,U50: Rehabilitation for musculoskeletal disorders,U50-U54,U50-U54: Rehabilitation,U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U508,156,U508,U508: Other specified rehabilitation for musculoskeletal disorders,U50,U50: Rehabilitation for musculoskeletal disorders,U50-U54,U50-U54: Rehabilitation,U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U509,16,U509,U509: Unspecified rehabilitation for musculoskeletal disorders,U50,U50: Rehabilitation for musculoskeletal disorders,U50-U54,U50-U54: Rehabilitation,U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U511,10,U511,U511: Delivery of rehabilitation for brain injuries,U51,U51: Rehabilitation for neurological disorders,U50-U54,U50-U54: Rehabilitation,U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U518,67,U518,U518: Other specified rehabilitation for neurological disorders,U51,U51: Rehabilitation for neurological disorders,U50-U54,U50-U54: Rehabilitation,U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U519,2,U519,U519: Unspecified rehabilitation for neurological disorders,U51,U51: Rehabilitation for neurological disorders,U50-U54,U50-U54: Rehabilitation,U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U522,14,U522,U522: Delivery of rehabilitation for alcohol addiction,U52,U52: Rehabilitation for psychiatric disorders,U50-U54,U50-U54: Rehabilitation,U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U528,1,U528,U528: Other specified rehabilitation for psychiatric disorders,U52,U52: Rehabilitation for psychiatric disorders,U50-U54,U50-U54: Rehabilitation,U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U534,3,U534,U534: Delivery of rehabilitation for trauma NEC,U53,U53: Rehabilitation for trauma and reconstructive surgery,U50-U54,U50-U54: Rehabilitation,U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U538,1,U538,U538: Other specified rehabilitation for trauma and reconstructive surgery,U53,U53: Rehabilitation for trauma and reconstructive surgery,U50-U54,U50-U54: Rehabilitation,U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U541,1,U541,U541: Delivery of rehabilitation for acute cardiac disorders,U54,U54: Rehabilitation for other disorders,U50-U54,U50-U54: Rehabilitation,U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U542,16,U542,U542: Delivery of rehabilitation for respiratory disorders,U54,U54: Rehabilitation for other disorders,U50-U54,U50-U54: Rehabilitation,U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U543,33,U543,U543: Delivery of rehabilitation for stroke,U54,U54: Rehabilitation for other disorders,U50-U54,U50-U54: Rehabilitation,U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U548,1689,U548,U548: Other specified rehabilitation for other disorders,U54,U54: Rehabilitation for other disorders,U50-U54,U50-U54: Rehabilitation,U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U549,281,U549,U549: Unspecified rehabilitation for other disorders,U54,U54: Rehabilitation for other disorders,U50-U54,U50-U54: Rehabilitation,U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
V011,1,V011,V011: Cranioplasty using prosthesis,V01,V01: Plastic repair of cranium,V01-V21,"V01-V21: Bones and joints of cranium, face and jaw",V,V: Bones and Joints of Skull and Spine,4.2,Live
W351,3,W351,W351: Introduction of therapeutic substance into bone,W35,W35: Therapeutic puncture of bone,W05-W36,W05-W36: Bone,W,W: Other Bones and Joints,4.2,Live
W354,1,W354,W354: Therapeutic drilling of bone NEC,W35,W35: Therapeutic puncture of bone,W05-W36,W05-W36: Bone,W,W: Other Bones and Joints,4.2,Live
W355,1,W355,W355: Therapeutic percutaneous puncture of bone,W35,W35: Therapeutic puncture of bone,W05-W36,W05-W36: Bone,W,W: Other Bones and Joints,4.2,Live
W361,2,W361,W361: Percutaneous needle biopsy of lesion of bone,W36,W36: Diagnostic puncture of bone,W05-W36,W05-W36: Bone,W,W: Other Bones and Joints,4.2,Live
W362,36,W362,W362: Needle biopsy of lesion of bone NEC,W36,W36: Diagnostic puncture of bone,W05-W36,W05-W36: Bone,W,W: Other Bones and Joints,4.2,Live
W363,1,W363,W363: Diagnostic drilling of bone,W36,W36: Diagnostic puncture of bone,W05-W36,W05-W36: Bone,W,W: Other Bones and Joints,4.2,Live
W365,150,W365,W365: Diagnostic extraction of bone marrow NEC,W36,W36: Diagnostic puncture of bone,W05-W36,W05-W36: Bone,W,W: Other Bones and Joints,4.2,Live
W368,2,W368,W368: Other specified diagnostic puncture of bone,W36,W36: Diagnostic puncture of bone,W05-W36,W05-W36: Bone,W,W: Other Bones and Joints,4.2,Live
W369,4,W369,W369: Unspecified diagnostic puncture of bone,W36,W36: Diagnostic puncture of bone,W05-W36,W05-W36: Bone,W,W: Other Bones and Joints,4.2,Live
W371,2,W371,W371: Primary total prosthetic replacement of hip joint using cement,W37,W37: Total prosthetic replacement of hip joint using cement,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.2,Live
