First_Procedure_Code,eol_broad_count,OPCS_L4_Code,OPCS_L4_Desc,OPCS_L3_Code,OPCS_L3_Desc,OPCS_L2_Code,OPCS_L2_Desc,OPCS_L1_Code,OPCS_L1_Desc,OPCS_Version,OPCS_Status
W263,11,W263,W263: Remanipulation of fracture of bone and skeletal traction NEC,W26,W26: Other closed reduction of fracture of bone,W05-W36,W05-W36: Bone,W,W: Other Bones and Joints,4.2,Live
W264,164,W264,W264: Remanipulation of fracture of bone NEC,W26,W26: Other closed reduction of fracture of bone,W05-W36,W05-W36: Bone,W,W: Other Bones and Joints,4.2,Live
W268,6,W268,W268: Other specified other closed reduction of fracture of bone,W26,W26: Other closed reduction of fracture of bone,W05-W36,W05-W36: Bone,W,W: Other Bones and Joints,4.2,Live
W269,29,W269,W269: Unspecified other closed reduction of fracture of bone,W26,W26: Other closed reduction of fracture of bone,W05-W36,W05-W36: Bone,W,W: Other Bones and Joints,4.2,Live
W273,1,W273,W273: Insertion of staple into epiphysis,W27,W27: Fixation of epiphysis,W05-W36,W05-W36: Bone,W,W: Other Bones and Joints,4.2,Live
W274,1,W274,W274: Removal of staple from epiphysis,W27,W27: Fixation of epiphysis,W05-W36,W05-W36: Bone,W,W: Other Bones and Joints,4.2,Live
W281,910,W281,W281: Application of internal fixation to bone NEC,W28,W28: Other internal fixation of bone,W05-W36,W05-W36: Bone,W,W: Other Bones and Joints,4.2,Live
W398,3,W398,W398: Other specified other total prosthetic replacement of hip joint,W39,W39: Other total prosthetic replacement of hip joint,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.2,Live
W399,4,W399,W399: Unspecified other total prosthetic replacement of hip joint,W39,W39: Other total prosthetic replacement of hip joint,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.2,Live
W401,3539,W401,W401: Primary total prosthetic replacement of knee joint using cement,W40,W40: Total prosthetic replacement of knee joint using cement,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.2,Live
W402,74,W402,W402: Conversion to total prosthetic replacement of knee joint using cement,W40,W40: Total prosthetic replacement of knee joint using cement,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.2,Live
W403,418,W403,W403: Revision of total prosthetic replacement of knee joint using cement,W40,W40: Total prosthetic replacement of knee joint using cement,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.2,Live
W404,62,W404,W404: Revision of one component of total prosthetic replacement of knee joint using cement,W40,W40: Total prosthetic replacement of knee joint using cement,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.3,Live
W408,2,W408,W408: Other specified total prosthetic replacement of knee joint using cement,W40,W40: Total prosthetic replacement of knee joint using cement,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.2,Live
W409,1,W409,W409: Unspecified total prosthetic replacement of knee joint using cement,W40,W40: Total prosthetic replacement of knee joint using cement,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.2,Live
W411,82,W411,W411: Primary total prosthetic replacement of knee joint not using cement,W41,W41: Total prosthetic replacement of knee joint not using cement,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.2,Live
M449,5,M449,M449: Unspecified other therapeutic endoscopic operations on bladder,M44,M44: Other therapeutic endoscopic operations on bladder,M34-M49,M34-M49: Bladder,M,M: Urinary,4.2,Live
M451,1816,M451,M451: Diagnostic endoscopic examination of bladder and biopsy of lesion of bladder NEC,M45,M45: Diagnostic endoscopic examination of bladder,M34-M49,M34-M49: Bladder,M,M: Urinary,4.2,Live
M452,33,M452,M452: Diagnostic endoscopic examination of bladder and biopsy of lesion of prostate NEC,M45,M45: Diagnostic endoscopic examination of bladder,M34-M49,M34-M49: Bladder,M,M: Urinary,4.2,Live
M453,1219,M453,M453: Diagnostic endoscopic examination of bladder and biopsy of lesion of bladder using rigid cystoscope,M45,M45: Diagnostic endoscopic examination of bladder,M34-M49,M34-M49: Bladder,M,M: Urinary,4.3,Live
M454,62,M454,M454: Diagnostic endoscopic examination of bladder and biopsy of lesion of prostate using rigid cystoscope,M45,M45: Diagnostic endoscopic examination of bladder,M34-M49,M34-M49: Bladder,M,M: Urinary,4.3,Live
V018,24,V018,V018: Other specified plastic repair of cranium,V01,V01: Plastic repair of cranium,V01-V21,"V01-V21: Bones and joints of cranium, face and jaw",V,V: Bones and Joints of Skull and Spine,4.2,Live
V023,1,V023,V023: Reconstruction of cranium NEC,V02,V02: Other plastic repair of cranium,V01-V21,"V01-V21: Bones and joints of cranium, face and jaw",V,V: Bones and Joints of Skull and Spine,4.7,Live
V031,13,V031,V031: Exploratory open craniotomy,V03,V03: Opening of cranium,V01-V21,"V01-V21: Bones and joints of cranium, face and jaw",V,V: Bones and Joints of Skull and Spine,4.2,Live
V032,6,V032,V032: Reopening of cranium and re-exploration of intracranial operation site and surgical arrest of postoperative bleeding,V03,V03: Opening of cranium,V01-V21,"V01-V21: Bones and joints of cranium, face and jaw",V,V: Bones and Joints of Skull and Spine,4.2,Live
V033,77,V033,V033: Reopening of cranium and re-exploration of intracranial operation site NEC,V03,V03: Opening of cranium,V01-V21,"V01-V21: Bones and joints of cranium, face and jaw",V,V: Bones and Joints of Skull and Spine,4.2,Live
V034,19,V034,V034: Reopening of cranium NEC,V03,V03: Opening of cranium,V01-V21,"V01-V21: Bones and joints of cranium, face and jaw",V,V: Bones and Joints of Skull and Spine,4.2,Live
V035,1,V035,V035: Trephine of cranium,V03,V03: Opening of cranium,V01-V21,"V01-V21: Bones and joints of cranium, face and jaw",V,V: Bones and Joints of Skull and Spine,4.2,Live
V036,7,V036,V036: Exploratory burrhole of cranium,V03,V03: Opening of cranium,V01-V21,"V01-V21: Bones and joints of cranium, face and jaw",V,V: Bones and Joints of Skull and Spine,4.2,Live
V037,1001,V037,V037: Decompressive craniectomy,V03,V03: Opening of cranium,V01-V21,"V01-V21: Bones and joints of cranium, face and jaw",V,V: Bones and Joints of Skull and Spine,4.7,Live
V038,8,V038,V038: Other specified opening of cranium,V03,V03: Opening of cranium,V01-V21,"V01-V21: Bones and joints of cranium, face and jaw",V,V: Bones and Joints of Skull and Spine,4.2,Live
V039,29,V039,V039: Unspecified opening of cranium,V03,V03: Opening of cranium,V01-V21,"V01-V21: Bones and joints of cranium, face and jaw",V,V: Bones and Joints of Skull and Spine,4.2,Live
V051,69,V051,V051: Extirpation of lesion of cranium,V05,V05: Other operations on cranium,V01-V21,"V01-V21: Bones and joints of cranium, face and jaw",V,V: Bones and Joints of Skull and Spine,4.2,Live
V052,33,V052,V052: Biopsy of lesion of cranium,V05,V05: Other operations on cranium,V01-V21,"V01-V21: Bones and joints of cranium, face and jaw",V,V: Bones and Joints of Skull and Spine,4.2,Live
V053,16,V053,V053: Elevation of depressed fracture of cranium,V05,V05: Other operations on cranium,V01-V21,"V01-V21: Bones and joints of cranium, face and jaw",V,V: Bones and Joints of Skull and Spine,4.2,Live
V054,1,V054,V054: Repair of fracture of cranium NEC,V05,V05: Other operations on cranium,V01-V21,"V01-V21: Bones and joints of cranium, face and jaw",V,V: Bones and Joints of Skull and Spine,4.2,Live
V057,7,V057,V057: Hemicraniotomy,V05,V05: Other operations on cranium,V01-V21,"V01-V21: Bones and joints of cranium, face and jaw",V,V: Bones and Joints of Skull and Spine,4.3,Live
V058,86,V058,V058: Other specified other operations on cranium,V05,V05: Other operations on cranium,V01-V21,"V01-V21: Bones and joints of cranium, face and jaw",V,V: Bones and Joints of Skull and Spine,4.2,Live
V061,36,V061,V061: Medial maxillectomy,V06,V06: Excision of maxilla,V01-V21,"V01-V21: Bones and joints of cranium, face and jaw",V,V: Bones and Joints of Skull and Spine,4.3,Live
V068,173,V068,V068: Other specified excision of maxilla,V06,V06: Excision of maxilla,V01-V21,"V01-V21: Bones and joints of cranium, face and jaw",V,V: Bones and Joints of Skull and Spine,4.3,Live
V069,75,V069,V069: Unspecified excision of maxilla,V06,V06: Excision of maxilla,V01-V21,"V01-V21: Bones and joints of cranium, face and jaw",V,V: Bones and Joints of Skull and Spine,4.3,Live
V071,2,V071,V071: Extensive excision of bone of face,V07,V07: Excision of bone of face,V01-V21,"V01-V21: Bones and joints of cranium, face and jaw",V,V: Bones and Joints of Skull and Spine,4.2,Live
V072,14,V072,V072: Partial excision of bone of face NEC,V07,V07: Excision of bone of face,V01-V21,"V01-V21: Bones and joints of cranium, face and jaw",V,V: Bones and Joints of Skull and Spine,4.2,Live
V073,30,V073,V073: Excision of lesion of bone of face,V07,V07: Excision of bone of face,V01-V21,"V01-V21: Bones and joints of cranium, face and jaw",V,V: Bones and Joints of Skull and Spine,4.2,Live
V074,1,V074,V074: Excision of lesion of infratemporal fossa,V07,V07: Excision of bone of face,V01-V21,"V01-V21: Bones and joints of cranium, face and jaw",V,V: Bones and Joints of Skull and Spine,4.3,Live
V078,4,V078,V078: Other specified excision of bone of face,V07,V07: Excision of bone of face,V01-V21,"V01-V21: Bones and joints of cranium, face and jaw",V,V: Bones and Joints of Skull and Spine,4.2,Live
V331,13,V331,V331: Primary laminectomy excision of lumbar intervertebral disc,V33,V33: Primary excision of lumbar intervertebral disc,V22-V70,V22-V70: Bones and joints of spine,V,V: Bones and Joints of Skull and Spine,4.2,Live
V332,6,V332,V332: Primary fenestration excision of lumbar intervertebral disc,V33,V33: Primary excision of lumbar intervertebral disc,V22-V70,V22-V70: Bones and joints of spine,V,V: Bones and Joints of Skull and Spine,4.2,Live
V333,4,V333,V333: Primary anterior excision of lumbar intervertebral disc and interbody fusion of joint of lumbar spine,V33,V33: Primary excision of lumbar intervertebral disc,V22-V70,V22-V70: Bones and joints of spine,V,V: Bones and Joints of Skull and Spine,4.2,Live
V336,2,V336,V336: Primary anterior excision of lumbar intervertebral disc and posterior instrumentation of lumbar spine,V33,V33: Primary excision of lumbar intervertebral disc,V22-V70,V22-V70: Bones and joints of spine,V,V: Bones and Joints of Skull and Spine,4.2,Live
V337,18,V337,V337: Primary microdiscectomy of lumbar intervertebral disc,V33,V33: Primary excision of lumbar intervertebral disc,V22-V70,V22-V70: Bones and joints of spine,V,V: Bones and Joints of Skull and Spine,4.2,Live
V338,4,V338,V338: Other specified primary excision of lumbar intervertebral disc,V33,V33: Primary excision of lumbar intervertebral disc,V22-V70,V22-V70: Bones and joints of spine,V,V: Bones and Joints of Skull and Spine,4.2,Live
V343,1,V343,V343: Revisional anterior excision of lumbar intervertebral disc and interbody fusion of joint of lumbar spine,V34,V34: Revisional excision of lumbar intervertebral disc,V22-V70,V22-V70: Bones and joints of spine,V,V: Bones and Joints of Skull and Spine,4.2,Live
V347,2,V347,V347: Revisional microdiscectomy of lumbar intervertebral disc,V34,V34: Revisional excision of lumbar intervertebral disc,V22-V70,V22-V70: Bones and joints of spine,V,V: Bones and Joints of Skull and Spine,4.2,Live
V361,1,V361,V361: Prosthetic replacement of cervical intervertebral disc,V36,V36: Prosthetic replacement of intervertebral disc,V22-V70,V22-V70: Bones and joints of spine,V,V: Bones and Joints of Skull and Spine,4.3,Live
V371,2,V371,V371: Posterior fusion of atlantoaxial joint NEC,V37,V37: Primary fusion of joint of cervical spine,V22-V70,V22-V70: Bones and joints of spine,V,V: Bones and Joints of Skull and Spine,4.2,Live
V372,15,V372,V372: Posterior fusion of joint of cervical spine NEC,V37,V37: Primary fusion of joint of cervical spine,V22-V70,V22-V70: Bones and joints of spine,V,V: Bones and Joints of Skull and Spine,4.2,Live
V374,2,V374,V374: Fusion of atlanto-occipital joint,V37,V37: Primary fusion of joint of cervical spine,V22-V70,V22-V70: Bones and joints of spine,V,V: Bones and Joints of Skull and Spine,4.2,Live
V661,2,V661,V661: Revisional fusion of occipitocervical junction,V66,V66: Other revisional fusion of joint of spine,V22-V70,V22-V70: Bones and joints of spine,V,V: Bones and Joints of Skull and Spine,4.5,Live
V671,42,V671,V671: Primary posterior lumbar medial facetectomy,V67,V67: Other primary decompression operations on lumbar spine,V22-V70,V22-V70: Bones and joints of spine,V,V: Bones and Joints of Skull and Spine,4.5,Live
V225,12,V225,V225: Primary decompression of posterior fossa and upper cervical spinal cord and instrumentation,V22,V22: Primary decompression operations on cervical spine,V22-V70,V22-V70: Bones and joints of spine,V,V: Bones and Joints of Skull and Spine,4.3,Live
V226,49,V226,V226: Primary decompression of posterior fossa and upper cervical spinal cord NEC,V22,V22: Primary decompression operations on cervical spine,V22-V70,V22-V70: Bones and joints of spine,V,V: Bones and Joints of Skull and Spine,4.3,Live
V227,8,V227,V227: Primary laminoplasty of cervical spine,V22,V22: Primary decompression operations on cervical spine,V22-V70,V22-V70: Bones and joints of spine,V,V: Bones and Joints of Skull and Spine,4.5,Live
V228,127,V228,V228: Other specified primary decompression operations on cervical spine,V22,V22: Primary decompression operations on cervical spine,V22-V70,V22-V70: Bones and joints of spine,V,V: Bones and Joints of Skull and Spine,4.2,Live
V229,8,V229,V229: Unspecified primary decompression operations on cervical spine,V22,V22: Primary decompression operations on cervical spine,V22-V70,V22-V70: Bones and joints of spine,V,V: Bones and Joints of Skull and Spine,4.2,Live
V231,1,V231,V231: Revisional anterior decompression of cervical spinal cord and fusion of joint of cervical spine,V23,V23: Revisional decompression operations on cervical spine,V22-V70,V22-V70: Bones and joints of spine,V,V: Bones and Joints of Skull and Spine,4.2,Live
V232,2,V232,V232: Revisional anterior decompression of cervical spinal cord NEC,V23,V23: Revisional decompression operations on cervical spine,V22-V70,V22-V70: Bones and joints of spine,V,V: Bones and Joints of Skull and Spine,4.2,Live
V234,2,V234,V234: Revisional anterior corpectomy of cervical spine with reconstruction HFQ,V23,V23: Revisional decompression operations on cervical spine,V22-V70,V22-V70: Bones and joints of spine,V,V: Bones and Joints of Skull and Spine,4.3,Live
V236,3,V236,V236: Revisional decompression of posterior fossa and upper cervical spinal cord NEC,V23,V23: Revisional decompression operations on cervical spine,V22-V70,V22-V70: Bones and joints of spine,V,V: Bones and Joints of Skull and Spine,4.3,Live
V238,3,V238,V238: Other specified revisional decompression operations on cervical spine,V23,V23: Revisional decompression operations on cervical spine,V22-V70,V22-V70: Bones and joints of spine,V,V: Bones and Joints of Skull and Spine,4.2,Live
V376,2,V376,V376: Posterior fusion of atlantoaxial joint using pedicle screw,V37,V37: Primary fusion of joint of cervical spine,V22-V70,V22-V70: Bones and joints of spine,V,V: Bones and Joints of Skull and Spine,4.5,Live
V377,20,V377,V377: Fusion of occipitocervical junction NEC,V37,V37: Primary fusion of joint of cervical spine,V22-V70,V22-V70: Bones and joints of spine,V,V: Bones and Joints of Skull and Spine,4.5,Live
V378,4,V378,V378: Other specified primary fusion of joint of cervical spine,V37,V37: Primary fusion of joint of cervical spine,V22-V70,V22-V70: Bones and joints of spine,V,V: Bones and Joints of Skull and Spine,4.2,Live
V381,13,V381,V381: Primary fusion of joint of thoracic spine,V38,V38: Primary fusion of other joint of spine,V22-V70,V22-V70: Bones and joints of spine,V,V: Bones and Joints of Skull and Spine,4.2,Live
V383,10,V383,V383: Primary posterior fusion of joint of lumbar spine NEC,V38,V38: Primary fusion of other joint of spine,V22-V70,V22-V70: Bones and joints of spine,V,V: Bones and Joints of Skull and Spine,4.2,Live
V384,2,V384,V384: Primary intertransverse fusion of joint of lumbar spine NEC,V38,V38: Primary fusion of other joint of spine,V22-V70,V22-V70: Bones and joints of spine,V,V: Bones and Joints of Skull and Spine,4.2,Live
V385,15,V385,V385: Primary posterior interbody fusion of joint of lumbar spine,V38,V38: Primary fusion of other joint of spine,V22-V70,V22-V70: Bones and joints of spine,V,V: Bones and Joints of Skull and Spine,4.3,Live
V386,35,V386,V386: Primary transforaminal interbody fusion of joint of lumbar spine,V38,V38: Primary fusion of other joint of spine,V22-V70,V22-V70: Bones and joints of spine,V,V: Bones and Joints of Skull and Spine,4.3,Live
V391,1,V391,V391: Revisional fusion of joint of cervical spine NEC,V39,V39: Revisional fusion of joint of spine,V22-V70,V22-V70: Bones and joints of spine,V,V: Bones and Joints of Skull and Spine,4.2,Live
V392,3,V392,V392: Revisional fusion of joint of thoracic spine,V39,V39: Revisional fusion of joint of spine,V22-V70,V22-V70: Bones and joints of spine,V,V: Bones and Joints of Skull and Spine,4.2,Live
U083,99,U083,U083: Plain x-ray of abdomen,U08,U08: Diagnostic imaging of abdomen,"U01-U21, U35-U37","U01-U21, U35-U37: Diagnostic Imaging",U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U084,2,U084,U084: Upper gastrointestinal imaging series,U08,U08: Diagnostic imaging of abdomen,"U01-U21, U35-U37","U01-U21, U35-U37: Diagnostic Imaging",U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U085,208,U085,U085: Magnetic resonance imaging of abdomen,U08,U08: Diagnostic imaging of abdomen,"U01-U21, U35-U37","U01-U21, U35-U37: Diagnostic Imaging",U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.5,Live
U088,4,U088,U088: Other specified diagnostic imaging of abdomen,U08,U08: Diagnostic imaging of abdomen,"U01-U21, U35-U37","U01-U21, U35-U37: Diagnostic Imaging",U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U091,12040,U091,U091: Computed tomography of pelvis,U09,U09: Diagnostic imaging of pelvis,"U01-U21, U35-U37","U01-U21, U35-U37: Diagnostic Imaging",U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U092,98,U092,U092: Ultrasound of pelvis,U09,U09: Diagnostic imaging of pelvis,"U01-U21, U35-U37","U01-U21, U35-U37: Diagnostic Imaging",U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
