First_Procedure_Code,frail_count,OPCS_L4_Code,OPCS_L4_Desc,OPCS_L3_Code,OPCS_L3_Desc,OPCS_L2_Code,OPCS_L2_Desc,OPCS_L1_Code,OPCS_L1_Desc,OPCS_Version,OPCS_Status
U318,35,U318,U318: Other specified pacemaker testing,U31,U31: Pacemaker testing,U22-U41,U22-U41: Diagnostic tests,U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U319,118,U319,U319: Unspecified pacemaker testing,U31,U31: Pacemaker testing,U22-U41,U22-U41: Diagnostic tests,U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U321,5,U321,U321: Human Immunodeficiency Virus blood test,U32,U32: Diagnostic blood tests,U22-U41,U22-U41: Diagnostic tests,U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U328,258,U328,U328: Other specified diagnostic blood tests,U32,U32: Diagnostic blood tests,U22-U41,U22-U41: Diagnostic tests,U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
V194,2,V194,V194: Biopsy of lesion of mandible,V19,V19: Other operations on mandible,V01-V21,"V01-V21: Bones and joints of cranium, face and jaw",V,V: Bones and Joints of Skull and Spine,4.2,Live
V195,5,V195,V195: Manipulation of mandible NEC,V19,V19: Other operations on mandible,V01-V21,"V01-V21: Bones and joints of cranium, face and jaw",V,V: Bones and Joints of Skull and Spine,4.2,Live
V198,5,V198,V198: Other specified other operations on mandible,V19,V19: Other operations on mandible,V01-V21,"V01-V21: Bones and joints of cranium, face and jaw",V,V: Bones and Joints of Skull and Spine,4.2,Live
V212,22,V212,V212: Reduction of dislocation of temporomandibular joint,V21,V21: Other operations on temporomandibular joint,V01-V21,"V01-V21: Bones and joints of cranium, face and jaw",V,V: Bones and Joints of Skull and Spine,4.2,Live
V218,1,V218,V218: Other specified other operations on temporomandibular joint,V21,V21: Other operations on temporomandibular joint,V01-V21,"V01-V21: Bones and joints of cranium, face and jaw",V,V: Bones and Joints of Skull and Spine,4.2,Live
V221,74,V221,V221: Primary anterior decompression of cervical spinal cord and fusion of joint of cervical spine,V22,V22: Primary decompression operations on cervical spine,V22-V70,V22-V70: Bones and joints of spine,V,V: Bones and Joints of Skull and Spine,4.2,Live
V222,11,V222,V222: Primary anterior decompression of cervical spinal cord NEC,V22,V22: Primary decompression operations on cervical spine,V22-V70,V22-V70: Bones and joints of spine,V,V: Bones and Joints of Skull and Spine,4.2,Live
V223,2,V223,V223: Primary foraminotomy of cervical spine,V22,V22: Primary decompression operations on cervical spine,V22-V70,V22-V70: Bones and joints of spine,V,V: Bones and Joints of Skull and Spine,4.2,Live
V224,4,V224,V224: Primary anterior corpectomy of cervical spine with reconstruction HFQ,V22,V22: Primary decompression operations on cervical spine,V22-V70,V22-V70: Bones and joints of spine,V,V: Bones and Joints of Skull and Spine,4.3,Live
V225,3,V225,V225: Primary decompression of posterior fossa and upper cervical spinal cord and instrumentation,V22,V22: Primary decompression operations on cervical spine,V22-V70,V22-V70: Bones and joints of spine,V,V: Bones and Joints of Skull and Spine,4.3,Live
V226,14,V226,V226: Primary decompression of posterior fossa and upper cervical spinal cord NEC,V22,V22: Primary decompression operations on cervical spine,V22-V70,V22-V70: Bones and joints of spine,V,V: Bones and Joints of Skull and Spine,4.3,Live
V227,4,V227,V227: Primary laminoplasty of cervical spine,V22,V22: Primary decompression operations on cervical spine,V22-V70,V22-V70: Bones and joints of spine,V,V: Bones and Joints of Skull and Spine,4.5,Live
V228,82,V228,V228: Other specified primary decompression operations on cervical spine,V22,V22: Primary decompression operations on cervical spine,V22-V70,V22-V70: Bones and joints of spine,V,V: Bones and Joints of Skull and Spine,4.2,Live
V229,6,V229,V229: Unspecified primary decompression operations on cervical spine,V22,V22: Primary decompression operations on cervical spine,V22-V70,V22-V70: Bones and joints of spine,V,V: Bones and Joints of Skull and Spine,4.2,Live
V232,1,V232,V232: Revisional anterior decompression of cervical spinal cord NEC,V23,V23: Revisional decompression operations on cervical spine,V22-V70,V22-V70: Bones and joints of spine,V,V: Bones and Joints of Skull and Spine,4.2,Live
V235,2,V235,V235: Revisional decompression of posterior fossa and upper cervical spinal cord and instrumentation,V23,V23: Revisional decompression operations on cervical spine,V22-V70,V22-V70: Bones and joints of spine,V,V: Bones and Joints of Skull and Spine,4.3,Live
V238,1,V238,V238: Other specified revisional decompression operations on cervical spine,V23,V23: Revisional decompression operations on cervical spine,V22-V70,V22-V70: Bones and joints of spine,V,V: Bones and Joints of Skull and Spine,4.2,Live
V472,18,V472,V472: Biopsy of thoracic vertebra,V47,V47: Biopsy of spine,V22-V70,V22-V70: Bones and joints of spine,V,V: Bones and Joints of Skull and Spine,4.2,Live
V473,14,V473,V473: Biopsy of lumbar vertebra,V47,V47: Biopsy of spine,V22-V70,V22-V70: Bones and joints of spine,V,V: Bones and Joints of Skull and Spine,4.2,Live
V478,2,V478,V478: Other specified biopsy of spine,V47,V47: Biopsy of spine,V22-V70,V22-V70: Bones and joints of spine,V,V: Bones and Joints of Skull and Spine,4.2,Live
V485,1,V485,V485: Radiofrequency controlled thermal denervation of spinal facet joint of lumbar vertebra,V48,V48: Denervation of spinal facet joint of vertebra,V22-V70,V22-V70: Bones and joints of spine,V,V: Bones and Joints of Skull and Spine,4.2,Live
V493,1,V493,V493: Exploratory lumbar laminectomy,V49,V49: Exploration of spine,V22-V70,V22-V70: Bones and joints of spine,V,V: Bones and Joints of Skull and Spine,4.2,Live
V498,1,V498,V498: Other specified exploration of spine,V49,V49: Exploration of spine,V22-V70,V22-V70: Bones and joints of spine,V,V: Bones and Joints of Skull and Spine,4.2,Live
V499,1,V499,V499: Unspecified exploration of spine,V49,V49: Exploration of spine,V22-V70,V22-V70: Bones and joints of spine,V,V: Bones and Joints of Skull and Spine,4.2,Live
V501,3,V501,V501: Manipulation of spine using traction,V50,V50: Manipulation of spine,V22-V70,V22-V70: Bones and joints of spine,V,V: Bones and Joints of Skull and Spine,4.2,Live
V508,1,V508,V508: Other specified manipulation of spine,V50,V50: Manipulation of spine,V22-V70,V22-V70: Bones and joints of spine,V,V: Bones and Joints of Skull and Spine,4.2,Live
V511,2,V511,V511: Primary direct lateral excision of lumbar intervertebral disc and interbody fusion of joint of lumbar spine,V51,V51: Other primary excision of lumbar intervertebral disc,V22-V70,V22-V70: Bones and joints of spine,V,V: Bones and Joints of Skull and Spine,4.8,Live
V524,4,V524,V524: Biopsy of lesion of intervertebral disc NEC,V52,V52: Other operations on intervertebral disc,V22-V70,V22-V70: Bones and joints of spine,V,V: Bones and Joints of Skull and Spine,4.2,Live
W178,2,W178,W178: Other specified other reconstruction of bone,W17,W17: Other reconstruction of bone,W05-W36,W05-W36: Bone,W,W: Other Bones and Joints,4.2,Live
W182,1,W182,W182: Saucerisation of bone,W18,W18: Drainage of bone,W05-W36,W05-W36: Bone,W,W: Other Bones and Joints,4.2,Live
W183,1,W183,W183: Sequestrectomy of bone,W18,W18: Drainage of bone,W05-W36,W05-W36: Bone,W,W: Other Bones and Joints,4.2,Live
W189,3,W189,W189: Unspecified drainage of bone,W18,W18: Drainage of bone,W05-W36,W05-W36: Bone,W,W: Other Bones and Joints,4.2,Live
W191,18184,W191,W191: Primary open reduction of fracture of neck of femur and open fixation using pin and plate,W19,W19: Primary open reduction of fracture of bone and intramedullary fixation,W05-W36,W05-W36: Bone,W,W: Other Bones and Joints,4.2,Live
W192,20676,W192,W192: Primary open reduction of fracture of long bone and fixation using rigid nail NEC,W19,W19: Primary open reduction of fracture of bone and intramedullary fixation,W05-W36,W05-W36: Bone,W,W: Other Bones and Joints,4.2,Live
W193,731,W193,W193: Primary open reduction of fracture of long bone and fixation using flexible nail,W19,W19: Primary open reduction of fracture of bone and intramedullary fixation,W05-W36,W05-W36: Bone,W,W: Other Bones and Joints,4.2,Live
W194,119,W194,W194: Primary open reduction of fracture of short bone and fixation using screw,W19,W19: Primary open reduction of fracture of bone and intramedullary fixation,W05-W36,W05-W36: Bone,W,W: Other Bones and Joints,4.2,Live
W195,367,W195,W195: Primary open reduction of fragment of bone and fixation using screw,W19,W19: Primary open reduction of fracture of bone and intramedullary fixation,W05-W36,W05-W36: Bone,W,W: Other Bones and Joints,4.2,Live
W196,48,W196,W196: Primary open reduction of fragment of bone and fixation using wire system,W19,W19: Primary open reduction of fracture of bone and intramedullary fixation,W05-W36,W05-W36: Bone,W,W: Other Bones and Joints,4.2,Live
W198,4111,W198,W198: Other specified primary open reduction of fracture of bone and intramedullary fixation,W19,W19: Primary open reduction of fracture of bone and intramedullary fixation,W05-W36,W05-W36: Bone,W,W: Other Bones and Joints,4.2,Live
W199,90,W199,W199: Unspecified primary open reduction of fracture of bone and intramedullary fixation,W19,W19: Primary open reduction of fracture of bone and intramedullary fixation,W05-W36,W05-W36: Bone,W,W: Other Bones and Joints,4.2,Live
W201,8769,W201,W201: Primary open reduction of fracture of long bone and extramedullary fixation using plate NEC,W20,W20: Primary open reduction of fracture of bone and extramedullary fixation,W05-W36,W05-W36: Bone,W,W: Other Bones and Joints,4.2,Live
W202,137,W202,W202: Primary open reduction of fracture of long bone and extramedullary fixation using cerclage,W20,W20: Primary open reduction of fracture of bone and extramedullary fixation,W05-W36,W05-W36: Bone,W,W: Other Bones and Joints,4.2,Live
W203,70,W203,W203: Primary open reduction of fracture of long bone and extramedullary fixation using suture,W20,W20: Primary open reduction of fracture of bone and extramedullary fixation,W05-W36,W05-W36: Bone,W,W: Other Bones and Joints,4.2,Live
W204,55,W204,W204: Primary open reduction of fracture of long bone and complex extramedullary fixation NEC,W20,W20: Primary open reduction of fracture of bone and extramedullary fixation,W05-W36,W05-W36: Bone,W,W: Other Bones and Joints,4.2,Live
W205,19,W205,W205: Primary open reduction of fracture of ankle and extramedullary fixation NEC,W20,W20: Primary open reduction of fracture of bone and extramedullary fixation,W05-W36,W05-W36: Bone,W,W: Other Bones and Joints,4.2,Live
W206,4,W206,W206: Wiring of sternum,W20,W20: Primary open reduction of fracture of bone and extramedullary fixation,W05-W36,W05-W36: Bone,W,W: Other Bones and Joints,4.2,Live
W208,930,W208,W208: Other specified primary open reduction of fracture of bone and extramedullary fixation,W20,W20: Primary open reduction of fracture of bone and extramedullary fixation,W05-W36,W05-W36: Bone,W,W: Other Bones and Joints,4.2,Live
W209,108,W209,W209: Unspecified primary open reduction of fracture of bone and extramedullary fixation,W20,W20: Primary open reduction of fracture of bone and extramedullary fixation,W05-W36,W05-W36: Bone,W,W: Other Bones and Joints,4.2,Live
W211,27,W211,W211: Primary reduction of intra-articular fracture of bone using arthrotomy as approach,W21,W21: Primary open reduction of intra-articular fracture of bone,W05-W36,W05-W36: Bone,W,W: Other Bones and Joints,4.2,Live
W212,11,W212,W212: Primary excision of intra-articular fragment of intra-articular fracture of bone,W21,W21: Primary open reduction of intra-articular fracture of bone,W05-W36,W05-W36: Bone,W,W: Other Bones and Joints,4.2,Live
W213,1,W213,W213: Primary fixation of fragment of chondral cartilage of intra-articular fracture of bone,W21,W21: Primary open reduction of intra-articular fracture of bone,W05-W36,W05-W36: Bone,W,W: Other Bones and Joints,4.2,Live
W214,190,W214,W214: Primary intra-articular fixation of intra-articular fracture of bone NEC,W21,W21: Primary open reduction of intra-articular fracture of bone,W05-W36,W05-W36: Bone,W,W: Other Bones and Joints,4.2,Live
W215,43,W215,W215: Primary extra-articular reduction of intra-articular fracture of bone,W21,W21: Primary open reduction of intra-articular fracture of bone,W05-W36,W05-W36: Bone,W,W: Other Bones and Joints,4.2,Live
W218,140,W218,W218: Other specified primary open reduction of intra-articular fracture of bone,W21,W21: Primary open reduction of intra-articular fracture of bone,W05-W36,W05-W36: Bone,W,W: Other Bones and Joints,4.2,Live
W219,25,W219,W219: Unspecified primary open reduction of intra-articular fracture of bone,W21,W21: Primary open reduction of intra-articular fracture of bone,W05-W36,W05-W36: Bone,W,W: Other Bones and Joints,4.2,Live
W221,16,W221,W221: Primary open reduction of fracture of bone and skeletal traction HFQ,W22,W22: Other primary open reduction of fracture of bone,W05-W36,W05-W36: Bone,W,W: Other Bones and Joints,4.2,Live
W222,32,W222,W222: Primary open reduction of fracture of bone and external fixation HFQ,W22,W22: Other primary open reduction of fracture of bone,W05-W36,W05-W36: Bone,W,W: Other Bones and Joints,4.2,Live
W228,10,W228,W228: Other specified other primary open reduction of fracture of bone,W22,W22: Other primary open reduction of fracture of bone,W05-W36,W05-W36: Bone,W,W: Other Bones and Joints,4.2,Live
W443,1,W443,W443: Revision of total prosthetic replacement of joint not using cement NEC,W44,W44: Total prosthetic replacement of other joint not using cement,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.2,Live
W444,1,W444,W444: Revision of one component of total prosthetic replacement of joint not using cement NEC,W44,W44: Total prosthetic replacement of other joint not using cement,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.3,Live
W451,20,W451,W451: Primary total prosthetic replacement of joint NEC,W45,W45: Other total prosthetic replacement of other joint,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.2,Live
W458,1,W458,W458: Other specified other total prosthetic replacement of other joint,W45,W45: Other total prosthetic replacement of other joint,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.2,Live
W460,1,W460,W460: Conversion from previous cemented prosthetic replacement of head of femur,W46,W46: Prosthetic replacement of head of femur using cement,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.2,Live
W461,150414,W461,W461: Primary prosthetic replacement of head of femur using cement,W46,W46: Prosthetic replacement of head of femur using cement,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.2,Live
W462,67,W462,W462: Conversion to prosthetic replacement of head of femur using cement,W46,W46: Prosthetic replacement of head of femur using cement,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.2,Live
W463,36,W463,W463: Revision of prosthetic replacement of head of femur using cement,W46,W46: Prosthetic replacement of head of femur using cement,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.2,Live
W468,12,W468,W468: Other specified prosthetic replacement of head of femur using cement,W46,W46: Prosthetic replacement of head of femur using cement,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.2,Live
W469,112,W469,W469: Unspecified prosthetic replacement of head of femur using cement,W46,W46: Prosthetic replacement of head of femur using cement,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.2,Live
W471,8260,W471,W471: Primary prosthetic replacement of head of femur not using cement,W47,W47: Prosthetic replacement of head of femur not using cement,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.2,Live
W472,7,W472,W472: Conversion to prosthetic replacement of head of femur not using cement,W47,W47: Prosthetic replacement of head of femur not using cement,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.2,Live
W473,6,W473,W473: Revision of prosthetic replacement of head of femur not using cement,W47,W47: Prosthetic replacement of head of femur not using cement,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.2,Live
W478,3,W478,W478: Other specified prosthetic replacement of head of femur not using cement,W47,W47: Prosthetic replacement of head of femur not using cement,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.2,Live
W479,9,W479,W479: Unspecified prosthetic replacement of head of femur not using cement,W47,W47: Prosthetic replacement of head of femur not using cement,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.2,Live
W481,2705,W481,W481: Primary prosthetic replacement of head of femur NEC,W48,W48: Other prosthetic replacement of head of femur,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.2,Live
W483,5,W483,W483: Revision of prosthetic replacement of head of femur NEC,W48,W48: Other prosthetic replacement of head of femur,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.2,Live
W484,14,W484,W484: Attention to prosthetic replacement of head of femur NEC,W48,W48: Other prosthetic replacement of head of femur,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.2,Live
W485,13,W485,W485: Closed reduction of dislocated prosthetic replacement of head of femur,W48,W48: Other prosthetic replacement of head of femur,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.3,Live
W488,7,W488,W488: Other specified other prosthetic replacement of head of femur,W48,W48: Other prosthetic replacement of head of femur,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.2,Live
W489,34,W489,W489: Unspecified other prosthetic replacement of head of femur,W48,W48: Other prosthetic replacement of head of femur,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.2,Live
W491,976,W491,W491: Primary prosthetic replacement of head of humerus using cement,W49,W49: Prosthetic replacement of head of humerus using cement,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.2,Live
W493,4,W493,W493: Revision of prosthetic replacement of head of humerus using cement,W49,W49: Prosthetic replacement of head of humerus using cement,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.2,Live
W801,182,W801,W801: Open debridement and irrigation of joint,W80,W80: Debridement and irrigation of joint,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.3,Live
W802,26,W802,W802: Open debridement of joint NEC,W80,W80: Debridement and irrigation of joint,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.3,Live
W803,352,W803,W803: Open irrigation of joint NEC,W80,W80: Debridement and irrigation of joint,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.3,Live
W808,5,W808,W808: Other specified debridement and irrigation of joint,W80,W80: Debridement and irrigation of joint,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.3,Live
W809,4,W809,W809: Unspecified debridement and irrigation of joint,W80,W80: Debridement and irrigation of joint,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.3,Live
W811,16,W811,W811: Excision of lesion of joint NEC,W81,W81: Other open operations on joint,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.2,Live
W812,3,W812,W812: Open removal of loose body from joint,W81,W81: Other open operations on joint,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.2,Live
