First_Procedure_Code,falls_count,OPCS_L4_Code,OPCS_L4_Desc,OPCS_L3_Code,OPCS_L3_Desc,OPCS_L2_Code,OPCS_L2_Desc,OPCS_L1_Code,OPCS_L1_Desc,OPCS_Version,OPCS_Status
U371,3,U371,U371: Magnetic resonance imaging of kidneys,U37,U37: Other diagnostic imaging of genitourinary system,"U01-U21, U35-U37","U01-U21, U35-U37: Diagnostic Imaging",U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.4,Live
U372,37,U372,U372: Computed tomography of kidneys,U37,U37: Other diagnostic imaging of genitourinary system,"U01-U21, U35-U37","U01-U21, U35-U37: Diagnostic Imaging",U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.4,Live
V144,1,V144,V144: Excision of lesion of mandible,V14,V14: Excision of mandible,V01-V21,"V01-V21: Bones and joints of cranium, face and jaw",V,V: Bones and Joints of Skull and Spine,4.2,Live
W942,14,W942,W942: Conversion to hybrid prosthetic replacement of hip joint using cemented femoral component,W94,W94: Hybrid prosthetic replacement of hip joint using cemented femoral component,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.3,Live
W943,4,W943,W943: Revision of hybrid prosthetic replacement of hip joint using cemented femoral component,W94,W94: Hybrid prosthetic replacement of hip joint using cemented femoral component,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.3,Live
W944,5,W944,W944: Revision of one component of hybrid prosthetic replacement of hip joint using cemented femoral component,W94,W94: Hybrid prosthetic replacement of hip joint using cemented femoral component,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.10,Live
W948,1,W948,W948: Other specified hybrid prosthetic replacement of hip joint using cemented femoral component,W94,W94: Hybrid prosthetic replacement of hip joint using cemented femoral component,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.3,Live
W949,2,W949,W949: Unspecified hybrid prosthetic replacement of hip joint using cemented femoral component,W94,W94: Hybrid prosthetic replacement of hip joint using cemented femoral component,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.3,Live
W951,654,W951,W951: Primary hybrid prosthetic replacement of hip joint using cement NEC,W95,W95: Hybrid prosthetic replacement of hip joint using cement,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.3,Live
W959,4,W959,W959: Unspecified hybrid prosthetic replacement of hip joint using cement,W95,W95: Hybrid prosthetic replacement of hip joint using cement,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.3,Live
W961,54,W961,W961: Primary total prosthetic replacement of shoulder joint using cement,W96,W96: Total prosthetic replacement of shoulder joint using cement,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.3,Live
W962,3,W962,W962: Conversion to total prosthetic replacement of shoulder joint using cement,W96,W96: Total prosthetic replacement of shoulder joint using cement,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.3,Live
W963,2,W963,W963: Revision of total prosthetic replacement of shoulder joint using cement,W96,W96: Total prosthetic replacement of shoulder joint using cement,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.3,Live
W965,1125,W965,W965: Primary reverse polarity total prosthetic replacement of shoulder joint using cement,W96,W96: Total prosthetic replacement of shoulder joint using cement,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.5,Live
W966,7,W966,W966: Revision of reverse polarity total prosthetic replacement of shoulder joint using cement,W96,W96: Total prosthetic replacement of shoulder joint using cement,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.5,Live
X128,1,X128,X128: Other specified operations on amputation stump,X12,X12: Operations on amputation stump,X01-X27,X01-X27: Operations covering multiple systems,X,X: Miscellaneous Operations,4.2,Live
X385,2,X385,X385: Subcutaneous immunotherapy,X38,X38: Subcutaneous injection,X28-X69,X28-X69: Miscellaneous operations,X,X: Miscellaneous Operations,4.2,Live
X386,5,X386,X386: Subcutaneous injection for local action NEC,X38,X38: Subcutaneous injection,X28-X69,X28-X69: Miscellaneous operations,X,X: Miscellaneous Operations,4.2,Live
X387,2,X387,X387: Subcutaneous injection of haematological growth factor,X38,X38: Subcutaneous injection,X28-X69,X28-X69: Miscellaneous operations,X,X: Miscellaneous Operations,4.3,Live
X395,15,X395,X395: Transdermal administration of therapeutic substance,X39,X39: Other route of administration of therapeutic substance,X28-X69,X28-X69: Miscellaneous operations,X,X: Miscellaneous Operations,4.3,Live
X401,22,X401,X401: Renal dialysis,X40,X40: Compensation for renal failure,X28-X69,X28-X69: Miscellaneous operations,X,X: Miscellaneous Operations,4.2,Live
X402,15,X402,X402: Peritoneal dialysis NEC,X40,X40: Compensation for renal failure,X28-X69,X28-X69: Miscellaneous operations,X,X: Miscellaneous Operations,4.2,Live
X403,537,X403,X403: Haemodialysis NEC,X40,X40: Compensation for renal failure,X28-X69,X28-X69: Miscellaneous operations,X,X: Miscellaneous Operations,4.2,Live
X405,8,X405,X405: Automated peritoneal dialysis,X40,X40: Compensation for renal failure,X28-X69,X28-X69: Miscellaneous operations,X,X: Miscellaneous Operations,4.3,Live
X406,4,X406,X406: Continuous ambulatory peritoneal dialysis,X40,X40: Compensation for renal failure,X28-X69,X28-X69: Miscellaneous operations,X,X: Miscellaneous Operations,4.3,Live
V151,1,V151,V151: Reduction of fracture of alveolus of mandible,V15,V15: Reduction of fracture of mandible,V01-V21,"V01-V21: Bones and joints of cranium, face and jaw",V,V: Bones and Joints of Skull and Spine,4.2,Live
V152,2,V152,V152: Open reduction of fracture of mandible NEC,V15,V15: Reduction of fracture of mandible,V01-V21,"V01-V21: Bones and joints of cranium, face and jaw",V,V: Bones and Joints of Skull and Spine,4.2,Live
V172,2,V172,V172: Internal fixation of mandible NEC,V17,V17: Fixation of mandible,V01-V21,"V01-V21: Bones and joints of cranium, face and jaw",V,V: Bones and Joints of Skull and Spine,4.2,Live
V432,1,V432,V432: Excision of lesion of thoracic vertebra,V43,V43: Extirpation of lesion of spine,V22-V70,V22-V70: Bones and joints of spine,V,V: Bones and Joints of Skull and Spine,4.2,Live
V443,47,V443,V443: Posterior decompression of fracture of spine NEC,V44,V44: Decompression of fracture of spine,V22-V70,V22-V70: Bones and joints of spine,V,V: Bones and Joints of Skull and Spine,4.2,Live
V444,353,V444,V444: Vertebroplasty of fracture of spine NEC,V44,V44: Decompression of fracture of spine,V22-V70,V22-V70: Bones and joints of spine,V,V: Bones and Joints of Skull and Spine,4.3,Live
V445,105,V445,V445: Balloon kyphoplasty of fracture of spine,V44,V44: Decompression of fracture of spine,V22-V70,V22-V70: Bones and joints of spine,V,V: Bones and Joints of Skull and Spine,4.4,Live
V446,9,V446,V446: Augmentation vertebroplasty of fracture of spine using intravertebral implant,V44,V44: Decompression of fracture of spine,V22-V70,V22-V70: Bones and joints of spine,V,V: Bones and Joints of Skull and Spine,4.10,Live
V448,3,V448,V448: Other specified decompression of fracture of spine,V44,V44: Decompression of fracture of spine,V22-V70,V22-V70: Bones and joints of spine,V,V: Bones and Joints of Skull and Spine,4.2,Live
V449,2,V449,V449: Unspecified decompression of fracture of spine,V44,V44: Decompression of fracture of spine,V22-V70,V22-V70: Bones and joints of spine,V,V: Bones and Joints of Skull and Spine,4.2,Live
V451,3,V451,V451: Open reduction of fracture of spine and excision of facet of spine,V45,V45: Other reduction of fracture of spine,V22-V70,V22-V70: Bones and joints of spine,V,V: Bones and Joints of Skull and Spine,4.2,Live
V452,17,V452,V452: Open reduction of fracture of spine NEC,V45,V45: Other reduction of fracture of spine,V22-V70,V22-V70: Bones and joints of spine,V,V: Bones and Joints of Skull and Spine,4.2,Live
V453,6,V453,V453: Manipulative reduction of fracture of spine,V45,V45: Other reduction of fracture of spine,V22-V70,V22-V70: Bones and joints of spine,V,V: Bones and Joints of Skull and Spine,4.2,Live
V458,1,V458,V458: Other specified other reduction of fracture of spine,V45,V45: Other reduction of fracture of spine,V22-V70,V22-V70: Bones and joints of spine,V,V: Bones and Joints of Skull and Spine,4.2,Live
V459,1,V459,V459: Unspecified other reduction of fracture of spine,V45,V45: Other reduction of fracture of spine,V22-V70,V22-V70: Bones and joints of spine,V,V: Bones and Joints of Skull and Spine,4.2,Live
V461,5,V461,V461: Fixation of fracture of spine using plate,V46,V46: Fixation of fracture of spine,V22-V70,V22-V70: Bones and joints of spine,V,V: Bones and Joints of Skull and Spine,4.2,Live
V462,166,V462,V462: Fixation of fracture of spine using Harrington rod,V46,V46: Fixation of fracture of spine,V22-V70,V22-V70: Bones and joints of spine,V,V: Bones and Joints of Skull and Spine,4.2,Live
V463,5,V463,V463: Fixation of fracture of spine using wire,V46,V46: Fixation of fracture of spine,V22-V70,V22-V70: Bones and joints of spine,V,V: Bones and Joints of Skull and Spine,4.2,Live
V465,1,V465,V465: Removal of fixation device from spine,V46,V46: Fixation of fracture of spine,V22-V70,V22-V70: Bones and joints of spine,V,V: Bones and Joints of Skull and Spine,4.6,Live
V466,45,V466,V466: Fixation of fracture of spine using screw,V46,V46: Fixation of fracture of spine,V22-V70,V22-V70: Bones and joints of spine,V,V: Bones and Joints of Skull and Spine,4.10,Live
V468,190,V468,V468: Other specified fixation of fracture of spine,V46,V46: Fixation of fracture of spine,V22-V70,V22-V70: Bones and joints of spine,V,V: Bones and Joints of Skull and Spine,4.2,Live
V469,7,V469,V469: Unspecified fixation of fracture of spine,V46,V46: Fixation of fracture of spine,V22-V70,V22-V70: Bones and joints of spine,V,V: Bones and Joints of Skull and Spine,4.2,Live
W051,15,W051,W051: Articulated prosthetic replacement of bone,W05,W05: Prosthetic replacement of bone,W05-W36,W05-W36: Bone,W,W: Other Bones and Joints,4.2,Live
W052,27,W052,W052: Implantation massive endoprosthetic replacement of bone,W05,W05: Prosthetic replacement of bone,W05-W36,W05-W36: Bone,W,W: Other Bones and Joints,4.3,Live
W053,92,W053,W053: Implantation endoprosthetic replacement of bone NEC,W05,W05: Prosthetic replacement of bone,W05-W36,W05-W36: Bone,W,W: Other Bones and Joints,4.3,Live
W054,1,W054,W054: Attention to massive endoprosthesis of bone,W05,W05: Prosthetic replacement of bone,W05-W36,W05-W36: Bone,W,W: Other Bones and Joints,4.3,Live
W058,2,W058,W058: Other specified prosthetic replacement of bone,W05,W05: Prosthetic replacement of bone,W05-W36,W05-W36: Bone,W,W: Other Bones and Joints,4.2,Live
W059,12,W059,W059: Unspecified prosthetic replacement of bone,W05,W05: Prosthetic replacement of bone,W05-W36,W05-W36: Bone,W,W: Other Bones and Joints,4.2,Live
W068,1,W068,W068: Other specified total excision of bone,W06,W06: Total excision of bone,W05-W36,W05-W36: Bone,W,W: Other Bones and Joints,4.2,Live
W069,1,W069,W069: Unspecified total excision of bone,W06,W06: Total excision of bone,W05-W36,W05-W36: Bone,W,W: Other Bones and Joints,4.2,Live
W081,2,W081,W081: Excision of natural protuberance of bone,W08,W08: Other excision of bone,W05-W36,W05-W36: Bone,W,W: Other Bones and Joints,4.2,Live
W084,34,W084,W084: Excision of fragment of bone,W08,W08: Other excision of bone,W05-W36,W05-W36: Bone,W,W: Other Bones and Joints,4.2,Live
W085,39,W085,W085: Partial excision of bone NEC,W08,W08: Other excision of bone,W05-W36,W05-W36: Bone,W,W: Other Bones and Joints,4.2,Live
W088,4,W088,W088: Other specified other excision of bone,W08,W08: Other excision of bone,W05-W36,W05-W36: Bone,W,W: Other Bones and Joints,4.2,Live
W091,1,W091,W091: Excision of lesion of bone NEC,W09,W09: Extirpation of lesion of bone,W05-W36,W05-W36: Bone,W,W: Other Bones and Joints,4.2,Live
W093,2,W093,W093: Curettage of lesion of bone NEC,W09,W09: Extirpation of lesion of bone,W05-W36,W05-W36: Bone,W,W: Other Bones and Joints,4.2,Live
W101,1,W101,W101: Open osteoclasis and angular correction and internal fixation HFQ,W10,W10: Open surgical fracture of bone,W05-W36,W05-W36: Bone,W,W: Other Bones and Joints,4.2,Live
W104,2,W104,W104: Open osteoclasis and internal fixation NEC,W10,W10: Open surgical fracture of bone,W05-W36,W05-W36: Bone,W,W: Other Bones and Joints,4.2,Live
W346,4,W346,W346: Allograft of bone marrow from unmatched unrelated donor,W34,W34: Graft of bone marrow,W05-W36,W05-W36: Bone,W,W: Other Bones and Joints,4.5,Live
W351,24,W351,W351: Introduction of therapeutic substance into bone,W35,W35: Therapeutic puncture of bone,W05-W36,W05-W36: Bone,W,W: Other Bones and Joints,4.2,Live
W361,14,W361,W361: Percutaneous needle biopsy of lesion of bone,W36,W36: Diagnostic puncture of bone,W05-W36,W05-W36: Bone,W,W: Other Bones and Joints,4.2,Live
W362,2,W362,W362: Needle biopsy of lesion of bone NEC,W36,W36: Diagnostic puncture of bone,W05-W36,W05-W36: Bone,W,W: Other Bones and Joints,4.2,Live
W365,54,W365,W365: Diagnostic extraction of bone marrow NEC,W36,W36: Diagnostic puncture of bone,W05-W36,W05-W36: Bone,W,W: Other Bones and Joints,4.2,Live
W371,13507,W371,W371: Primary total prosthetic replacement of hip joint using cement,W37,W37: Total prosthetic replacement of hip joint using cement,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.2,Live
W372,41,W372,W372: Conversion to total prosthetic replacement of hip joint using cement,W37,W37: Total prosthetic replacement of hip joint using cement,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.2,Live
W373,29,W373,W373: Revision of total prosthetic replacement of hip joint using cement,W37,W37: Total prosthetic replacement of hip joint using cement,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.2,Live
W374,10,W374,W374: Revision of one component of total prosthetic replacement of hip joint using cement,W37,W37: Total prosthetic replacement of hip joint using cement,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.3,Live
W378,1,W378,W378: Other specified total prosthetic replacement of hip joint using cement,W37,W37: Total prosthetic replacement of hip joint using cement,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.2,Live
W379,7,W379,W379: Unspecified total prosthetic replacement of hip joint using cement,W37,W37: Total prosthetic replacement of hip joint using cement,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.2,Live
W381,2621,W381,W381: Primary total prosthetic replacement of hip joint not using cement,W38,W38: Total prosthetic replacement of hip joint not using cement,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.2,Live
W382,10,W382,W382: Conversion to total prosthetic replacement of hip joint not using cement,W38,W38: Total prosthetic replacement of hip joint not using cement,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.2,Live
W383,22,W383,W383: Revision of total prosthetic replacement of hip joint not using cement,W38,W38: Total prosthetic replacement of hip joint not using cement,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.2,Live
W384,10,W384,W384: Revision of one component of total prosthetic replacement of hip joint not using cement,W38,W38: Total prosthetic replacement of hip joint not using cement,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.3,Live
W389,2,W389,W389: Unspecified total prosthetic replacement of hip joint not using cement,W38,W38: Total prosthetic replacement of hip joint not using cement,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.2,Live
W391,466,W391,W391: Primary total prosthetic replacement of hip joint NEC,W39,W39: Other total prosthetic replacement of hip joint,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.2,Live
W392,7,W392,W392: Conversion to total prosthetic replacement of hip joint NEC,W39,W39: Other total prosthetic replacement of hip joint,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.2,Live
W393,15,W393,W393: Revision of total prosthetic replacement of hip joint NEC,W39,W39: Other total prosthetic replacement of hip joint,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.2,Live
W394,8,W394,W394: Attention to total prosthetic replacement of hip joint NEC,W39,W39: Other total prosthetic replacement of hip joint,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.2,Live
W395,9,W395,W395: Revision of one component of total prosthetic replacement of hip joint NEC,W39,W39: Other total prosthetic replacement of hip joint,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.3,Live
W396,9,W396,W396: Closed reduction of dislocated total prosthetic replacement of hip joint,W39,W39: Other total prosthetic replacement of hip joint,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.3,Live
W673,51,W673,W673: Secondary open reduction of fracture dislocation of joint NEC,W67,W67: Secondary reduction of traumatic dislocation of joint,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.2,Live
W674,6,W674,W674: Secondary open reduction of traumatic dislocation of joint NEC,W67,W67: Secondary reduction of traumatic dislocation of joint,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.2,Live
W675,511,W675,W675: Remanipulation of fracture dislocation of joint,W67,W67: Secondary reduction of traumatic dislocation of joint,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.2,Live
