First_Procedure_Code,emergency_elderly_count,OPCS_L4_Code,OPCS_L4_Desc,OPCS_L3_Code,OPCS_L3_Desc,OPCS_L2_Code,OPCS_L2_Desc,OPCS_L1_Code,OPCS_L1_Desc,OPCS_Version,OPCS_Status
X529||X529||U354,23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X529||G675,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U505||X723,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||P298,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
J381||L631,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X529||E278,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X522||X522||X522||G451,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
H582||U211,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E852||K682,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||G169||M473,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U213||U212,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U201||K631,34,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M473||G475,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M382||X654,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||U085,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U201||M479||K634,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X528||X528||X528||U051,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E856||K494,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
K601||U201,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X674||U051,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
T462||M473,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E852||X384,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X281||J241,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M471||U114,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
J389||X501,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
L914||L997,16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U543||M494,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X298||X714,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M492||K605,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||H201,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G475||W903,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X501||W246,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
A735||A735,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X281||U071,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M471||M651,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||M301,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G475||G446,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
H582||M479,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E852||M481,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X713||X714,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U201||L236,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X403||W461,34,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G475||U511,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M382||M762,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G475||U362,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||M473||U548||U548,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
A559||U221,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M472||M479||A559,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M162||M162,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E852||E852||U071,35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G802||H218,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G169||G437,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X603||E856,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
T121||M479,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G475||W365,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U201||U202||W424,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E852||D072,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X501||X529,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M471||E369,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E852||M472||E852,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G475||G475||U543||M472,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||H414,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X505||K595,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||X608,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||K591,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X403||L746,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X904||J382,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G475||G232,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X281||U211,14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
T462||G451,46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E855||U215,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||T877,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E856||T461,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X833||B322,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X921||X861,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X529||U201,383,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X403||H232,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G475||L332,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U543||U543||U543||U543||G445,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M459||H443,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U503||U212,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X402||X402||W461,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U201||X323,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E852||S421,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
H561||H152,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X299||X299,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||M473||U175,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||G234,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
T124||X403,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||U512,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||M472||H221,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G475||X332,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X522||X522||T123,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G152||W901,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U201||T813,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M473||M421,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||N352,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X904||H072,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U201||U549||G459,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U221||U201||K751,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U542||U542,26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
A559||L671,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M136||M165,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X511||U548,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X511||X904||U212,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
T872||L997,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X603||K616,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M473||U548,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X501||G451,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M471||M472||U548,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X529||J132,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Q555||U211,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G159||G475,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X961||L791,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
K616||U051,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U201||M292,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M472||U534,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
J212||U212,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M131||W365,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U201||J411,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
H073||L997,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U509||X404,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X528||X528||X529,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E253||X904,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X528||X528||G448,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E852||S132,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||U201||G436,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E855||S575,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X831||U051,29,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G475||W362,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U212||U212||T458,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
J431||U212,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X529||M274,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U201||U201||M479||K606,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X601||W373,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||A411,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||L912||U201||L912,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X378||U354,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M472||L942,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G475||G451,92,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
K605||G459,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U201||U201||K751,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X339||X331,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G475||G345,13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X522||G475,25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U538||U201,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X292||X292||S574,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||U543||M473,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E051||M472,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E854||E854,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X528||M479,198,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U162||J183,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
H443||T223,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E852||U201,1226,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U543||U543||G445||U543,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M472||U201||U212,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G475||U011,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G169||G169||U071,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Q555||U201,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X403||M014,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U505||U212,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X522||U355,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U548||S571,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X528||X528||G475||X528||U212,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E854||E248,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M471||L914,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X529||D281,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||U141,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X403||X403||J381,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X281||G443,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
T095||U212,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X403||U201||L916,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U201||G438,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E851||V403,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F053||L791,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G475||E423,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X522||G345,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G584||U051,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X522||W471,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X729||M479,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U201||M479||K605,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X332||G448,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
T124||T432,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X528||G445,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M471||M275,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M473||U543,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X503||E852,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U201||U548||M479,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||A842||M473,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U201||U201||U354,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X292||X723,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X502||K622,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||J411,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X892||U011,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||U201||T461,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G475||J241,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X503||X503,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G475||W246,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E852||U201||U201,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||W336,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U191||K751,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X503||U212,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E852||G158,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
H151||H259,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
W365||U071,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||M473||J381,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
T462||U201||U071,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U201||V544,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||E851||M473,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
T124||U354,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X292||G451,33,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U201||K403,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M475||G475,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||M131,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
S575||S575,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X511||U162,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M472||X104,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G643||G643||G445,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G154||T123,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||E369||U201,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M472||E259,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E852||E852||E852||T123,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U548||U548||G438,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X495||G674,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
A559||E852,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||L218,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
T309||T679,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||M332,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
L352||L354,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X281||M472,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
A842||S574,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||G638,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G475||U354,83,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X529||X403||X403,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U201||U213,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||E634,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||X522,37,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E856||W461,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
L184||E851||E851,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X708||L997,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U549||U549||M794,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X522||K603,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G475||E369,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X529||U054,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E852||X494,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
H626||X675,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
L595||S571,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X339||H229,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E093||U051,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X339||M421,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
K611||U051,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E259||E259||U212,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X821||K607,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M475||G459,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U542||U212,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X403||U372,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G632||X904,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
L791||U051,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X833||K508,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X402||U051,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E852||E852||E852||E852||U354,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
J749||J381,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Q555||Q039,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U051||L997,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
T412||L997,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
T309||M473||U212,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E852||W901,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G169||X904||G443,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G154||U071,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
A841||T872,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
L264||L473,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E852||W281,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E093||M479,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G475||T241,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
T461||T461,27,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G475||M475,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U208||T878||U212,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X529||E852||E851,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X528||X528||X528||U212,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
T461||M471,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X522||X522||X522||U211,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M471||M678,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U201||U201||G459,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X529||U081,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
