First_Procedure_Code,amb_vac_prev_count,OPCS_L4_Code,OPCS_L4_Desc,OPCS_L3_Code,OPCS_L3_Desc,OPCS_L2_Code,OPCS_L2_Desc,OPCS_L1_Code,OPCS_L1_Desc,OPCS_Version,OPCS_Status
U117,21,U117,U117: Magnetic resonance angiography,U11,U11: Diagnostic imaging of vascular system,"U01-U21, U35-U37","U01-U21, U35-U37: Diagnostic Imaging",U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U121,2,U121,U121: Voiding cystourethrogram,U12,U12: Diagnostic imaging of genitourinary system,"U01-U21, U35-U37","U01-U21, U35-U37: Diagnostic Imaging",U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U122,1,U122,U122: Ultrasound of scrotum,U12,U12: Diagnostic imaging of genitourinary system,"U01-U21, U35-U37","U01-U21, U35-U37: Diagnostic Imaging",U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U123,5,U123,U123: Ultrasound of kidneys,U12,U12: Diagnostic imaging of genitourinary system,"U01-U21, U35-U37","U01-U21, U35-U37: Diagnostic Imaging",U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U124,1,U124,U124: Ultrasound of bladder,U12,U12: Diagnostic imaging of genitourinary system,"U01-U21, U35-U37","U01-U21, U35-U37: Diagnostic Imaging",U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U128,1,U128,U128: Other specified diagnostic imaging of genitourinary system,U12,U12: Diagnostic imaging of genitourinary system,"U01-U21, U35-U37","U01-U21, U35-U37: Diagnostic Imaging",U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U131,1,U131,U131: Bone densitometry,U13,U13: Diagnostic imaging of musculoskeletal system,"U01-U21, U35-U37","U01-U21, U35-U37: Diagnostic Imaging",U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U132,2,U132,U132: Ultrasound of bone,U13,U13: Diagnostic imaging of musculoskeletal system,"U01-U21, U35-U37","U01-U21, U35-U37: Diagnostic Imaging",U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U133,221,U133,U133: Magnetic resonance imaging of bone,U13,U13: Diagnostic imaging of musculoskeletal system,"U01-U21, U35-U37","U01-U21, U35-U37: Diagnostic Imaging",U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U134,3,U134,U134: Plain x-ray of joint,U13,U13: Diagnostic imaging of musculoskeletal system,"U01-U21, U35-U37","U01-U21, U35-U37: Diagnostic Imaging",U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U135,1,U135,U135: Plain x-ray of bone,U13,U13: Diagnostic imaging of musculoskeletal system,"U01-U21, U35-U37","U01-U21, U35-U37: Diagnostic Imaging",U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U136,589,U136,U136: Computed tomography of bone,U13,U13: Diagnostic imaging of musculoskeletal system,"U01-U21, U35-U37","U01-U21, U35-U37: Diagnostic Imaging",U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U141,7,U141,U141: Nuclear bone scan of whole body,U14,U14: Nuclear bone scan,"U01-U21, U35-U37","U01-U21, U35-U37: Diagnostic Imaging",U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U151,16,U151,U151: Lung perfusion scanning NEC,U15,U15: Diagnostic imaging of respiratory system,"U01-U21, U35-U37","U01-U21, U35-U37: Diagnostic Imaging",U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U152,3,U152,U152: Lung ventilation scanning NEC,U15,U15: Diagnostic imaging of respiratory system,"U01-U21, U35-U37","U01-U21, U35-U37: Diagnostic Imaging",U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U153,37,U153,U153: Ventilation perfusion quotient scan,U15,U15: Diagnostic imaging of respiratory system,"U01-U21, U35-U37","U01-U21, U35-U37: Diagnostic Imaging",U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.4,Live
W669,27,W669,W669: Unspecified primary closed reduction of traumatic dislocation of joint,W66,W66: Primary closed reduction of traumatic dislocation of joint,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.2,Live
W941,3,W941,W941: Primary hybrid prosthetic replacement of hip joint using cemented femoral component,W94,W94: Hybrid prosthetic replacement of hip joint using cemented femoral component,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.3,Live
W951,1,W951,W951: Primary hybrid prosthetic replacement of hip joint using cement NEC,W95,W95: Hybrid prosthetic replacement of hip joint using cement,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.3,Live
W965,1,W965,W965: Primary reverse polarity total prosthetic replacement of shoulder joint using cement,W96,W96: Total prosthetic replacement of shoulder joint using cement,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.5,Live
X258,2,X258,X258: Other specified other correction of congenital deformity of foot,X25,X25: Other correction of congenital deformity of foot,X01-X27,X01-X27: Operations covering multiple systems,X,X: Miscellaneous Operations,4.2,Live
X259,1,X259,X259: Unspecified other correction of congenital deformity of foot,X25,X25: Other correction of congenital deformity of foot,X01-X27,X01-X27: Operations covering multiple systems,X,X: Miscellaneous Operations,4.2,Live
X281,441,X281,X281: Intermittent intravenous infusion of therapeutic substance,X28,X28: Intermittent infusion of therapeutic substance,X28-X69,X28-X69: Miscellaneous operations,X,X: Miscellaneous Operations,4.3,Live
X282,1,X282,X282: Intermittent subcutaneous infusion of therapeutic substance,X28,X28: Intermittent infusion of therapeutic substance,X28-X69,X28-X69: Miscellaneous operations,X,X: Miscellaneous Operations,4.3,Live
X292,1309,X292,X292: Continuous intravenous infusion of therapeutic substance NEC,X29,X29: Continuous Infusion of therapeutic substance,X28-X69,X28-X69: Miscellaneous operations,X,X: Miscellaneous Operations,4.3,Live
X293,7,X293,X293: Continuous subcutaneous infusion of therapeutic substance NEC,X29,X29: Continuous Infusion of therapeutic substance,X28-X69,X28-X69: Miscellaneous operations,X,X: Miscellaneous Operations,4.3,Live
X298,7,X298,X298: Other specified continuous Infusion of therapeutic substance,X29,X29: Continuous Infusion of therapeutic substance,X28-X69,X28-X69: Miscellaneous operations,X,X: Miscellaneous Operations,4.2,Live
X299,15,X299,X299: Unspecified continuous Infusion of therapeutic substance,X29,X29: Continuous Infusion of therapeutic substance,X28-X69,X28-X69: Miscellaneous operations,X,X: Miscellaneous Operations,4.2,Live
X301,1,X301,X301: Injection of Rh immune globulin,X30,X30: Injection of therapeutic substance,X28-X69,X28-X69: Miscellaneous operations,X,X: Miscellaneous Operations,4.2,Live
X302,6,X302,X302: Injection of gamma globulin,X30,X30: Injection of therapeutic substance,X28-X69,X28-X69: Miscellaneous operations,X,X: Miscellaneous Operations,4.2,Live
X304,1,X304,X304: Injection of thrombin NEC,X30,X30: Injection of therapeutic substance,X28-X69,X28-X69: Miscellaneous operations,X,X: Miscellaneous Operations,4.3,Live
X308,6,X308,X308: Other specified injection of therapeutic substance,X30,X30: Injection of therapeutic substance,X28-X69,X28-X69: Miscellaneous operations,X,X: Miscellaneous Operations,4.2,Live
X312,10,X312,X312: Intravenous pyelography,X31,X31: Injection of radiocontrast material,X28-X69,X28-X69: Miscellaneous operations,X,X: Miscellaneous Operations,4.2,Live
X322,4,X322,X322: Exchange of plasma (single),X32,X32: Exchange blood transfusion,X28-X69,X28-X69: Miscellaneous operations,X,X: Miscellaneous Operations,4.3,Live
X323,6,X323,X323: Exchange of plasma (2-9),X32,X32: Exchange blood transfusion,X28-X69,X28-X69: Miscellaneous operations,X,X: Miscellaneous Operations,4.3,Live
X538,1,X538,X538: Other specified extirpation of unspecified organ,X53,X53: Extirpation of unspecified organ,X28-X69,X28-X69: Miscellaneous operations,X,X: Miscellaneous Operations,4.2,Live
X551,5,X551,X551: Biopsy of lesion of unspecified organ,X55,X55: Other operations on unspecified organ,X28-X69,X28-X69: Miscellaneous operations,X,X: Miscellaneous Operations,4.2,Live
X552,2,X552,X552: Incision of unspecified organ,X55,X55: Other operations on unspecified organ,X28-X69,X28-X69: Miscellaneous operations,X,X: Miscellaneous Operations,4.2,Live
X558,1,X558,X558: Other specified other operations on unspecified organ,X55,X55: Other operations on unspecified organ,X28-X69,X28-X69: Miscellaneous operations,X,X: Miscellaneous Operations,4.2,Live
W461,146,W461,W461: Primary prosthetic replacement of head of femur using cement,W46,W46: Prosthetic replacement of head of femur using cement,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.2,Live
W463,1,W463,W463: Revision of prosthetic replacement of head of femur using cement,W46,W46: Prosthetic replacement of head of femur using cement,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.2,Live
W469,1,W469,W469: Unspecified prosthetic replacement of head of femur using cement,W46,W46: Prosthetic replacement of head of femur using cement,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.2,Live
W471,19,W471,W471: Primary prosthetic replacement of head of femur not using cement,W47,W47: Prosthetic replacement of head of femur not using cement,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.2,Live
W473,1,W473,W473: Revision of prosthetic replacement of head of femur not using cement,W47,W47: Prosthetic replacement of head of femur not using cement,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.2,Live
W481,1,W481,W481: Primary prosthetic replacement of head of femur NEC,W48,W48: Other prosthetic replacement of head of femur,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.2,Live
W485,1,W485,W485: Closed reduction of dislocated prosthetic replacement of head of femur,W48,W48: Other prosthetic replacement of head of femur,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.3,Live
W491,2,W491,W491: Primary prosthetic replacement of head of humerus using cement,W49,W49: Prosthetic replacement of head of humerus using cement,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.2,Live
W758,1,W758,W758: Other specified other open repair of ligament,W75,W75: Other open repair of ligament,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.2,Live
X083,1,X083,X083: Amputation of phalanx of finger,X08,X08: Amputation of hand,X01-X27,X01-X27: Operations covering multiple systems,X,X: Miscellaneous Operations,4.2,Live
X084,3,X084,X084: Amputation of finger NEC,X08,X08: Amputation of hand,X01-X27,X01-X27: Operations covering multiple systems,X,X: Miscellaneous Operations,4.2,Live
X093,7,X093,X093: Amputation of leg above knee,X09,X09: Amputation of leg,X01-X27,X01-X27: Operations covering multiple systems,X,X: Miscellaneous Operations,4.2,Live
X095,2,X095,X095: Amputation of leg below knee,X09,X09: Amputation of leg,X01-X27,X01-X27: Operations covering multiple systems,X,X: Miscellaneous Operations,4.2,Live
X103,1,X103,X103: Disarticulation of metatarsal bones,X10,X10: Amputation of foot,X01-X27,X01-X27: Operations covering multiple systems,X,X: Miscellaneous Operations,4.2,Live
X104,3,X104,X104: Amputation through metatarsal bones,X10,X10: Amputation of foot,X01-X27,X01-X27: Operations covering multiple systems,X,X: Miscellaneous Operations,4.2,Live
X111,2,X111,X111: Amputation of great toe,X11,X11: Amputation of toe,X01-X27,X01-X27: Operations covering multiple systems,X,X: Miscellaneous Operations,4.2,Live
X112,2,X112,X112: Amputation of phalanx of toe,X11,X11: Amputation of toe,X01-X27,X01-X27: Operations covering multiple systems,X,X: Miscellaneous Operations,4.2,Live
X118,2,X118,X118: Other specified amputation of toe,X11,X11: Amputation of toe,X01-X27,X01-X27: Operations covering multiple systems,X,X: Miscellaneous Operations,4.2,Live
X119,3,X119,X119: Unspecified amputation of toe,X11,X11: Amputation of toe,X01-X27,X01-X27: Operations covering multiple systems,X,X: Miscellaneous Operations,4.2,Live
X121,1,X121,X121: Reamputation at higher level,X12,X12: Operations on amputation stump,X01-X27,X01-X27: Operations covering multiple systems,X,X: Miscellaneous Operations,4.2,Live
X385,4,X385,X385: Subcutaneous immunotherapy,X38,X38: Subcutaneous injection,X28-X69,X28-X69: Miscellaneous operations,X,X: Miscellaneous Operations,4.2,Live
X386,3,X386,X386: Subcutaneous injection for local action NEC,X38,X38: Subcutaneous injection,X28-X69,X28-X69: Miscellaneous operations,X,X: Miscellaneous Operations,4.2,Live
X387,10,X387,X387: Subcutaneous injection of haematological growth factor,X38,X38: Subcutaneous injection,X28-X69,X28-X69: Miscellaneous operations,X,X: Miscellaneous Operations,4.3,Live
X388,1,X388,X388: Other specified subcutaneous injection,X38,X38: Subcutaneous injection,X28-X69,X28-X69: Miscellaneous operations,X,X: Miscellaneous Operations,4.2,Live
X561,3,X561,X561: Nasotracheal intubation,X56,X56: Intubation of trachea,X28-X69,X28-X69: Miscellaneous operations,X,X: Miscellaneous Operations,4.3,Live
X562,151,X562,X562: Endotracheal intubation,X56,X56: Intubation of trachea,X28-X69,X28-X69: Miscellaneous operations,X,X: Miscellaneous Operations,4.3,Live
X563,2,X563,X563: Tracheal intubation using laryngeal mask airway,X56,X56: Intubation of trachea,X28-X69,X28-X69: Miscellaneous operations,X,X: Miscellaneous Operations,4.3,Live
X568,2,X568,X568: Other specified intubation of trachea,X56,X56: Intubation of trachea,X28-X69,X28-X69: Miscellaneous operations,X,X: Miscellaneous Operations,4.3,Live
X569,36,X569,X569: Unspecified intubation of trachea,X56,X56: Intubation of trachea,X28-X69,X28-X69: Miscellaneous operations,X,X: Miscellaneous Operations,4.3,Live
X581,178,X581,X581: Extracorporeal membrane oxygenation,X58,X58: Artificial support for body system,X28-X69,X28-X69: Miscellaneous operations,X,X: Miscellaneous Operations,4.3,Live
X588,15,X588,X588: Other specified artificial support for body system,X58,X58: Artificial support for body system,X28-X69,X28-X69: Miscellaneous operations,X,X: Miscellaneous Operations,4.3,Live
X589,4,X589,X589: Unspecified artificial support for body system,X58,X58: Artificial support for body system,X28-X69,X28-X69: Miscellaneous operations,X,X: Miscellaneous Operations,4.3,Live
X598,1,X598,X598: Other specified anaesthetic without surgery,X59,X59: Anaesthetic without surgery,X28-X69,X28-X69: Miscellaneous operations,X,X: Miscellaneous Operations,4.2,Live
X599,1,X599,X599: Unspecified anaesthetic without surgery,X59,X59: Anaesthetic without surgery,X28-X69,X28-X69: Miscellaneous operations,X,X: Miscellaneous Operations,4.2,Live
X601,108,X601,X601: Rehabilitation assessment by multidisciplinary non-specialised team,X60,X60: Rehabilitation assessment,X28-X69,X28-X69: Miscellaneous operations,X,X: Miscellaneous Operations,4.3,Live
X602,7,X602,X602: Rehabilitation assessment by multidisciplinary specialised team,X60,X60: Rehabilitation assessment,X28-X69,X28-X69: Miscellaneous operations,X,X: Miscellaneous Operations,4.3,Live
X603,497,X603,X603: Rehabilitation assessment by unidisciplinary non-specialised team,X60,X60: Rehabilitation assessment,X28-X69,X28-X69: Miscellaneous operations,X,X: Miscellaneous Operations,4.3,Live
X604,6,X604,X604: Rehabilitation assessment by unidisciplinary specialised team,X60,X60: Rehabilitation assessment,X28-X69,X28-X69: Miscellaneous operations,X,X: Miscellaneous Operations,4.5,Live
X612,3,X612,X612: Relaxation therapy session,X61,X61: Complementary therapy,X28-X69,X28-X69: Miscellaneous operations,X,X: Miscellaneous Operations,4.3,Live
X613,8,X613,X613: Body massage,X61,X61: Complementary therapy,X28-X69,X28-X69: Miscellaneous operations,X,X: Miscellaneous Operations,4.3,Live
X618,1,X618,X618: Other specified complementary therapy,X61,X61: Complementary therapy,X28-X69,X28-X69: Miscellaneous operations,X,X: Miscellaneous Operations,4.3,Live
X622,1,X622,X622: Assessment by multiprofessional team NEC,X62,X62: Assessment,X28-X69,X28-X69: Miscellaneous operations,X,X: Miscellaneous Operations,4.3,Live
X653,1,X653,X653: Delivery of a fraction of interstitial radiotherapy,X65,X65: Radiotherapy delivery,X28-X69,X28-X69: Miscellaneous operations,X,X: Miscellaneous Operations,4.3,Live
X654,119,X654,X654: Delivery of a fraction of external beam radiotherapy NEC,X65,X65: Radiotherapy delivery,X28-X69,X28-X69: Miscellaneous operations,X,X: Miscellaneous Operations,4.4,Live
Y037,1,Y037,Y037: Removal of prosthesis from organ NOC,Y03,Y03: Attention to prosthesis in organ NOC,Y01-Y44,Y01-Y44: Methods of operation not otherwise classifiable,Y,Y: Subsidiary Classification of Methods of Operation,4.2,Live
Y971,1,Y971,Y971: Radiology with pre and post contrast,Y97,Y97: Radiology with contrast,Y97-Y98,Y97-Y98: Radiology,Y,Y: Subsidiary Classification of Methods of Operation,4.4,Live
Y973,103,Y973,Y973: Radiology with post contrast,Y97,Y97: Radiology with contrast,Y97-Y98,Y97-Y98: Radiology,Y,Y: Subsidiary Classification of Methods of Operation,4.4,Live
Z401,1,Z401,Z401: Pulmonary artery,Z40,Z40: Other vascular tissue,Z32-Z40,Z32-Z40: Heart arteries and veins,Z,Z: Subsidiary Classification of Sites of Operation.,4.2,Live
Z411,2,Z411,Z411: Kidney,Z41,Z41: Upper urinary tract,Z41-Z43,Z41-Z43: Urinary tract and male genital organs,Z,Z: Subsidiary Classification of Sites of Operation.,4.2,Live
X389,1,X389,X389: Unspecified subcutaneous injection,X38,X38: Subcutaneous injection,X28-X69,X28-X69: Miscellaneous operations,X,X: Miscellaneous Operations,4.2,Live
X391,6,X391,X391: Oral administration of therapeutic substance,X39,X39: Other route of administration of therapeutic substance,X28-X69,X28-X69: Miscellaneous operations,X,X: Miscellaneous Operations,4.3,Live
X393,1,X393,X393: Intranasal administration of therapeutic substance,X39,X39: Other route of administration of therapeutic substance,X28-X69,X28-X69: Miscellaneous operations,X,X: Miscellaneous Operations,4.3,Live
X394,4,X394,X394: Inhalation administration of therapeutic substance,X39,X39: Other route of administration of therapeutic substance,X28-X69,X28-X69: Miscellaneous operations,X,X: Miscellaneous Operations,4.3,Live
