Spell_Primary_Diagnosis,emergency_elderly_count,ICD10_L4_Code,ICD10_L4_Desc,ICD10_L3_Code,ICD10_L3_Desc,ICD10_L2_Code,ICD10_L2_Desc,ICD10_L1_Code,ICD10_L1_Desc,ICD10_Chapter_No,ICD10_Chapter_Code,ICD10_Chapter_Desc,ICD10_Usage,ICD10_Version,ICD10_Status,ICD10_Valid_From,ICD10_Valid_To
G633,4,G633,G633: Polyneuropathy in other endocrine and metabolic diseases,G60-G64,G60-G64: Polyneuropathies and other disorders of the peripheral nervous system,G60-G64,G60-G64: Polyneuropathies and other disorders of the peripheral nervous system,G60-G64,G60-G64: Polyneuropathies and other disorders of the peripheral nervous system,6,VI,VI: Diseases of the nervous system,Asterisk,ICD10 5th Edition,Live,2016-04-01 00:00:00,
G634,8,G634,G634: Polyneuropathy in nutritional deficiency,G60-G64,G60-G64: Polyneuropathies and other disorders of the peripheral nervous system,G60-G64,G60-G64: Polyneuropathies and other disorders of the peripheral nervous system,G60-G64,G60-G64: Polyneuropathies and other disorders of the peripheral nervous system,6,VI,VI: Diseases of the nervous system,Asterisk,ICD10 5th Edition,Live,2016-04-01 00:00:00,
H052,149,H052,H052: Exophthalmic conditions,H00-H06,"H00-H06: Disorders of eyelid, lacrimal system and orbit",H00-H06,"H00-H06: Disorders of eyelid, lacrimal system and orbit",H00-H06,"H00-H06: Disorders of eyelid, lacrimal system and orbit",7,VII,VII: Diseases of the eye and adnexa,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
H053,1,H053,H053: Deformity of orbit,H00-H06,"H00-H06: Disorders of eyelid, lacrimal system and orbit",H00-H06,"H00-H06: Disorders of eyelid, lacrimal system and orbit",H00-H06,"H00-H06: Disorders of eyelid, lacrimal system and orbit",7,VII,VII: Diseases of the eye and adnexa,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
H054,4,H054,H054: Enophthalmos,H00-H06,"H00-H06: Disorders of eyelid, lacrimal system and orbit",H00-H06,"H00-H06: Disorders of eyelid, lacrimal system and orbit",H00-H06,"H00-H06: Disorders of eyelid, lacrimal system and orbit",7,VII,VII: Diseases of the eye and adnexa,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
H058,44,H058,H058: Other disorders of orbit,H00-H06,"H00-H06: Disorders of eyelid, lacrimal system and orbit",H00-H06,"H00-H06: Disorders of eyelid, lacrimal system and orbit",H00-H06,"H00-H06: Disorders of eyelid, lacrimal system and orbit",7,VII,VII: Diseases of the eye and adnexa,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
H059,14,H059,"H059: Disorder of orbit, unspecified",H00-H06,"H00-H06: Disorders of eyelid, lacrimal system and orbit",H00-H06,"H00-H06: Disorders of eyelid, lacrimal system and orbit",H00-H06,"H00-H06: Disorders of eyelid, lacrimal system and orbit",7,VII,VII: Diseases of the eye and adnexa,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
R894,1,R894,"R894: Abnormal findings in specimens from other organs, systems and tissues: Abnormal immunological findings",R83-R89,"R83-R89: Abnormal findings on examination of other body fluids, substances and tissues, without diagnosis",R83-R89,"R83-R89: Abnormal findings on examination of other body fluids, substances and tissues, without diagnosis",R83-R89,"R83-R89: Abnormal findings on examination of other body fluids, substances and tissues, without diagnosis",18,XVIII,"XVIII: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
R895,11,R895,"R895: Abnormal findings in specimens from other organs, systems and tissues: Abnormal microbiological findings",R83-R89,"R83-R89: Abnormal findings on examination of other body fluids, substances and tissues, without diagnosis",R83-R89,"R83-R89: Abnormal findings on examination of other body fluids, substances and tissues, without diagnosis",R83-R89,"R83-R89: Abnormal findings on examination of other body fluids, substances and tissues, without diagnosis",18,XVIII,"XVIII: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
F701,1,F701,F701: Mild mental retardation: Significant impairment of behaviour requiring attention or treatment,F70-F79,F70-F79: Mental retardation,F70-F79,F70-F79: Mental retardation,F70-F79,F70-F79: Mental retardation,5,V,V: Mental and behavioural disorders,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
F708,1,F708,F708: Mild mental retardation: Other impairments of behaviour,F70-F79,F70-F79: Mental retardation,F70-F79,F70-F79: Mental retardation,F70-F79,F70-F79: Mental retardation,5,V,V: Mental and behavioural disorders,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
B955,5,B955,B955: Unspecified streptococcus as the cause of diseases classified to other chapters,B95-B98,"B95-B98: Bacterial, viral and other infectious agents",B95-B98,"B95-B98: Bacterial, viral and other infectious agents",B95-B98,"B95-B98: Bacterial, viral and other infectious agents",1,I,I: Certain infectious and parasitic diseases,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
B956,114,B956,B956: Staphylococcus aureus as the cause of diseases classified to other chapters,B95-B98,"B95-B98: Bacterial, viral and other infectious agents",B95-B98,"B95-B98: Bacterial, viral and other infectious agents",B95-B98,"B95-B98: Bacterial, viral and other infectious agents",1,I,I: Certain infectious and parasitic diseases,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
B957,16,B957,B957: Other staphylococcus as the cause of diseases classified to other chapters,B95-B98,"B95-B98: Bacterial, viral and other infectious agents",B95-B98,"B95-B98: Bacterial, viral and other infectious agents",B95-B98,"B95-B98: Bacterial, viral and other infectious agents",1,I,I: Certain infectious and parasitic diseases,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
B958,4,B958,B958: Unspecified staphylococcus as the cause of diseases classified to other chapters,B95-B98,"B95-B98: Bacterial, viral and other infectious agents",B95-B98,"B95-B98: Bacterial, viral and other infectious agents",B95-B98,"B95-B98: Bacterial, viral and other infectious agents",1,I,I: Certain infectious and parasitic diseases,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
B961,58,B961,B961: Klebsiella pneumoniae [K. pneumoniae] as the cause of diseases classified to other chapters,B95-B98,"B95-B98: Bacterial, viral and other infectious agents",B95-B98,"B95-B98: Bacterial, viral and other infectious agents",B95-B98,"B95-B98: Bacterial, viral and other infectious agents",1,I,I: Certain infectious and parasitic diseases,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
B962,154,B962,B962: Escherichia coli [E. coli] as the cause of diseases classified to other chapters,B95-B98,"B95-B98: Bacterial, viral and other infectious agents",B95-B98,"B95-B98: Bacterial, viral and other infectious agents",B95-B98,"B95-B98: Bacterial, viral and other infectious agents",1,I,I: Certain infectious and parasitic diseases,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
B963,3,B963,B963: Haemophilus influenzae [H. influenzae] as the cause of diseases classified to other chapters,B95-B98,"B95-B98: Bacterial, viral and other infectious agents",B95-B98,"B95-B98: Bacterial, viral and other infectious agents",B95-B98,"B95-B98: Bacterial, viral and other infectious agents",1,I,I: Certain infectious and parasitic diseases,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
B964,20,B964,B964: Proteus (mirabilis)(morganii) as the cause of diseases classified to other chapters,B95-B98,"B95-B98: Bacterial, viral and other infectious agents",B95-B98,"B95-B98: Bacterial, viral and other infectious agents",B95-B98,"B95-B98: Bacterial, viral and other infectious agents",1,I,I: Certain infectious and parasitic diseases,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
B965,87,B965,B965: Pseudomonas (aeruginosa) as the cause of diseases classified to other chapters,B95-B98,"B95-B98: Bacterial, viral and other infectious agents",B95-B98,"B95-B98: Bacterial, viral and other infectious agents",B95-B98,"B95-B98: Bacterial, viral and other infectious agents",1,I,I: Certain infectious and parasitic diseases,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
G635,4,G635,G635: Polyneuropathy in systemic connective tissue disorders,G60-G64,G60-G64: Polyneuropathies and other disorders of the peripheral nervous system,G60-G64,G60-G64: Polyneuropathies and other disorders of the peripheral nervous system,G60-G64,G60-G64: Polyneuropathies and other disorders of the peripheral nervous system,6,VI,VI: Diseases of the nervous system,Asterisk,ICD10 5th Edition,Live,2016-04-01 00:00:00,
G638,2,G638,G638: Polyneuropathy in other diseases classified elsewhere,G60-G64,G60-G64: Polyneuropathies and other disorders of the peripheral nervous system,G60-G64,G60-G64: Polyneuropathies and other disorders of the peripheral nervous system,G60-G64,G60-G64: Polyneuropathies and other disorders of the peripheral nervous system,6,VI,VI: Diseases of the nervous system,Asterisk,ICD10 5th Edition,Live,2016-04-01 00:00:00,
C380,17,C380,C380: Malignant neoplasm: Heart,C30-C39,C30-C39: Malignant neoplasms of respiratory and intrathoracic organs,C00-C75,"C00-C75: Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic and related tissue",C00-C97,C00-C97: Malignant neoplasms,2,II,II: Neoplasms,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
C381,23,C381,C381: Malignant neoplasm: Anterior mediastinum,C30-C39,C30-C39: Malignant neoplasms of respiratory and intrathoracic organs,C00-C75,"C00-C75: Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic and related tissue",C00-C97,C00-C97: Malignant neoplasms,2,II,II: Neoplasms,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
C382,5,C382,C382: Malignant neoplasm: Posterior mediastinum,C30-C39,C30-C39: Malignant neoplasms of respiratory and intrathoracic organs,C00-C75,"C00-C75: Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic and related tissue",C00-C97,C00-C97: Malignant neoplasms,2,II,II: Neoplasms,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
C383,71,C383,"C383: Malignant neoplasm: Mediastinum, part unspecified",C30-C39,C30-C39: Malignant neoplasms of respiratory and intrathoracic organs,C00-C75,"C00-C75: Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic and related tissue",C00-C97,C00-C97: Malignant neoplasms,2,II,II: Neoplasms,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
C384,239,C384,C384: Malignant neoplasm: Pleura,C30-C39,C30-C39: Malignant neoplasms of respiratory and intrathoracic organs,C00-C75,"C00-C75: Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic and related tissue",C00-C97,C00-C97: Malignant neoplasms,2,II,II: Neoplasms,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
C388,2,C388,"C388: Malignant neoplasm: Overlapping lesion of heart, mediastinum and pleura",C30-C39,C30-C39: Malignant neoplasms of respiratory and intrathoracic organs,C00-C75,"C00-C75: Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic and related tissue",C00-C97,C00-C97: Malignant neoplasms,2,II,II: Neoplasms,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
C390,1,C390,"C390: Malignant neoplasm: Upper respiratory tract, part unspecified",C30-C39,C30-C39: Malignant neoplasms of respiratory and intrathoracic organs,C00-C75,"C00-C75: Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic and related tissue",C00-C97,C00-C97: Malignant neoplasms,2,II,II: Neoplasms,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
J959,4,J959,"J959: Postprocedural respiratory disorder, unspecified",J95-J99,J95-J99: Other diseases of the respiratory system,J95-J99,J95-J99: Other diseases of the respiratory system,J95-J99,J95-J99: Other diseases of the respiratory system,10,X,X: Diseases of the respiratory system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
J960,254,J960,J960: Acute respiratory failure,J95-J99,J95-J99: Other diseases of the respiratory system,J95-J99,J95-J99: Other diseases of the respiratory system,J95-J99,J95-J99: Other diseases of the respiratory system,10,X,X: Diseases of the respiratory system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
S717,18,S717,S717: Multiple open wounds of hip and thigh,S70-S79,S70-S79: Injuries to the hip and thigh,S70-S79,S70-S79: Injuries to the hip and thigh,S70-S79,S70-S79: Injuries to the hip and thigh,19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
T412,4,T412,T412: Poisoning: Other and unspecified general anaesthetics,T36-T50,"T36-T50: Poisoning by drugs, medicaments and biological substances",T36-T50,"T36-T50: Poisoning by drugs, medicaments and biological substances",T36-T50,"T36-T50: Poisoning by drugs, medicaments and biological substances",19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
T413,6,T413,T413: Poisoning: Local anaesthetics,T36-T50,"T36-T50: Poisoning by drugs, medicaments and biological substances",T36-T50,"T36-T50: Poisoning by drugs, medicaments and biological substances",T36-T50,"T36-T50: Poisoning by drugs, medicaments and biological substances",19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
T414,2,T414,"T414: Poisoning: Anaesthetic, unspecified",T36-T50,"T36-T50: Poisoning by drugs, medicaments and biological substances",T36-T50,"T36-T50: Poisoning by drugs, medicaments and biological substances",T36-T50,"T36-T50: Poisoning by drugs, medicaments and biological substances",19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
T415,8,T415,T415: Poisoning: Therapeutic gases,T36-T50,"T36-T50: Poisoning by drugs, medicaments and biological substances",T36-T50,"T36-T50: Poisoning by drugs, medicaments and biological substances",T36-T50,"T36-T50: Poisoning by drugs, medicaments and biological substances",19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
T420,68,T420,T420: Poisoning: Hydantoin derivatives,T36-T50,"T36-T50: Poisoning by drugs, medicaments and biological substances",T36-T50,"T36-T50: Poisoning by drugs, medicaments and biological substances",T36-T50,"T36-T50: Poisoning by drugs, medicaments and biological substances",19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
T421,97,T421,T421: Poisoning: Iminostilbenes,T36-T50,"T36-T50: Poisoning by drugs, medicaments and biological substances",T36-T50,"T36-T50: Poisoning by drugs, medicaments and biological substances",T36-T50,"T36-T50: Poisoning by drugs, medicaments and biological substances",19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
F709,8,F709,F709: Mild mental retardation: Without mention of impairment of behaviour,F70-F79,F70-F79: Mental retardation,F70-F79,F70-F79: Mental retardation,F70-F79,F70-F79: Mental retardation,5,V,V: Mental and behavioural disorders,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
F719,2,F719,F719: Moderate mental retardation: Without mention of impairment of behaviour,F70-F79,F70-F79: Mental retardation,F70-F79,F70-F79: Mental retardation,F70-F79,F70-F79: Mental retardation,5,V,V: Mental and behavioural disorders,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
F729,1,F729,F729: Severe mental retardation: Without mention of impairment of behaviour,F70-F79,F70-F79: Mental retardation,F70-F79,F70-F79: Mental retardation,F70-F79,F70-F79: Mental retardation,5,V,V: Mental and behavioural disorders,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
F739,1,F739,F739: Profound mental retardation: Without mention of impairment of behaviour,F70-F79,F70-F79: Mental retardation,F70-F79,F70-F79: Mental retardation,F70-F79,F70-F79: Mental retardation,5,V,V: Mental and behavioural disorders,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
F791,1,F791,F791: Unspecified mental retardation: Significant impairment of behaviour requiring attention or treatment,F70-F79,F70-F79: Mental retardation,F70-F79,F70-F79: Mental retardation,F70-F79,F70-F79: Mental retardation,5,V,V: Mental and behavioural disorders,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
I850,1054,I850,I850: Oesophageal varices with bleeding,I80-I89,"I80-I89: Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified",I80-I89,"I80-I89: Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified",I80-I89,"I80-I89: Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified",9,IX,IX: Diseases of the circulatory system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
