Spell_Primary_Diagnosis,eol_count,ICD10_L4_Code,ICD10_L4_Desc,ICD10_L3_Code,ICD10_L3_Desc,ICD10_L2_Code,ICD10_L2_Desc,ICD10_L1_Code,ICD10_L1_Desc,ICD10_Chapter_No,ICD10_Chapter_Code,ICD10_Chapter_Desc,ICD10_Usage,ICD10_Version,ICD10_Status,ICD10_Valid_From,ICD10_Valid_To
G618,2,G618,G618: Other inflammatory polyneuropathies,G60-G64,G60-G64: Polyneuropathies and other disorders of the peripheral nervous system,G60-G64,G60-G64: Polyneuropathies and other disorders of the peripheral nervous system,G60-G64,G60-G64: Polyneuropathies and other disorders of the peripheral nervous system,6,VI,VI: Diseases of the nervous system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
G628,2,G628,G628: Other specified polyneuropathies,G60-G64,G60-G64: Polyneuropathies and other disorders of the peripheral nervous system,G60-G64,G60-G64: Polyneuropathies and other disorders of the peripheral nervous system,G60-G64,G60-G64: Polyneuropathies and other disorders of the peripheral nervous system,6,VI,VI: Diseases of the nervous system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
G629,4,G629,"G629: Polyneuropathy, unspecified",G60-G64,G60-G64: Polyneuropathies and other disorders of the peripheral nervous system,G60-G64,G60-G64: Polyneuropathies and other disorders of the peripheral nervous system,G60-G64,G60-G64: Polyneuropathies and other disorders of the peripheral nervous system,6,VI,VI: Diseases of the nervous system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
C380,4,C380,C380: Malignant neoplasm: Heart,C30-C39,C30-C39: Malignant neoplasms of respiratory and intrathoracic organs,C00-C75,"C00-C75: Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic and related tissue",C00-C97,C00-C97: Malignant neoplasms,2,II,II: Neoplasms,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
C382,2,C382,C382: Malignant neoplasm: Posterior mediastinum,C30-C39,C30-C39: Malignant neoplasms of respiratory and intrathoracic organs,C00-C75,"C00-C75: Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic and related tissue",C00-C97,C00-C97: Malignant neoplasms,2,II,II: Neoplasms,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
C383,9,C383,"C383: Malignant neoplasm: Mediastinum, part unspecified",C30-C39,C30-C39: Malignant neoplasms of respiratory and intrathoracic organs,C00-C75,"C00-C75: Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic and related tissue",C00-C97,C00-C97: Malignant neoplasms,2,II,II: Neoplasms,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
C384,17,C384,C384: Malignant neoplasm: Pleura,C30-C39,C30-C39: Malignant neoplasms of respiratory and intrathoracic organs,C00-C75,"C00-C75: Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic and related tissue",C00-C97,C00-C97: Malignant neoplasms,2,II,II: Neoplasms,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
R418,126,R418,R418: Other and unspecified symptoms and signs involving cognitive functions and awareness,R40-R46,"R40-R46: Symptoms and signs involving cognition, perception, emotional state and behaviour",R40-R46,"R40-R46: Symptoms and signs involving cognition, perception, emotional state and behaviour",R40-R46,"R40-R46: Symptoms and signs involving cognition, perception, emotional state and behaviour",18,XVIII,"XVIII: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
R42X,14,R42X,R42X: Dizziness and giddiness,R40-R46,"R40-R46: Symptoms and signs involving cognition, perception, emotional state and behaviour",R40-R46,"R40-R46: Symptoms and signs involving cognition, perception, emotional state and behaviour",R40-R46,"R40-R46: Symptoms and signs involving cognition, perception, emotional state and behaviour",18,XVIII,"XVIII: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
R440,1,R440,R440: Auditory hallucinations,R40-R46,"R40-R46: Symptoms and signs involving cognition, perception, emotional state and behaviour",R40-R46,"R40-R46: Symptoms and signs involving cognition, perception, emotional state and behaviour",R40-R46,"R40-R46: Symptoms and signs involving cognition, perception, emotional state and behaviour",18,XVIII,"XVIII: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
D819,1,D819,"D819: Combined immunodeficiency, unspecified",D80-D89,D80-D89: Certain disorders involving the immune mechanism,D80-D89,D80-D89: Certain disorders involving the immune mechanism,D80-D89,D80-D89: Certain disorders involving the immune mechanism,3,III,III: Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
P240,2,P240,P240: Neonatal aspiration of meconium,P20-P29,P20-P29: Respiratory and cardiovascular disorders specific to the perinatal period,P20-P29,P20-P29: Respiratory and cardiovascular disorders specific to the perinatal period,P20-P29,P20-P29: Respiratory and cardiovascular disorders specific to the perinatal period,16,XVI,XVI: Certain conditions originating in the perinatal period,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
M0099,1,M0099,"M0099: Pyogenic arthritis, unspecified: Site unspecified",M00-M03,M00-M03: Infectious arthropathies,M00-M03,M00-M03: Infectious arthropathies,M00-M25,M00-M25: Arthropathies,13,XIII,XIII: Diseases of the musculoskeletal system and connective tissue,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
T093,2,T093,"T093: Injury of spinal cord, level unspecified",T08-T14,"T08-T14: Injuries to unspecified part of trunk, limb or body region",T08-T14,"T08-T14: Injuries to unspecified part of trunk, limb or body region",T08-T14,"T08-T14: Injuries to unspecified part of trunk, limb or body region",19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
T110,2,T110,"T110: Superficial injury of upper limb, level unspecified",T08-T14,"T08-T14: Injuries to unspecified part of trunk, limb or body region",T08-T14,"T08-T14: Injuries to unspecified part of trunk, limb or body region",T08-T14,"T08-T14: Injuries to unspecified part of trunk, limb or body region",19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
T111,3,T111,"T111: Open wound of upper limb, level unspecified",T08-T14,"T08-T14: Injuries to unspecified part of trunk, limb or body region",T08-T14,"T08-T14: Injuries to unspecified part of trunk, limb or body region",T08-T14,"T08-T14: Injuries to unspecified part of trunk, limb or body region",19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
T119,1,T119,"T119: Unspecified injury of upper limb, level unspecified",T08-T14,"T08-T14: Injuries to unspecified part of trunk, limb or body region",T08-T14,"T08-T14: Injuries to unspecified part of trunk, limb or body region",T08-T14,"T08-T14: Injuries to unspecified part of trunk, limb or body region",19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
T12X1,1,T12X1,"T12X1: Fracture of lower limb, level unspecified: open",T08-T14,"T08-T14: Injuries to unspecified part of trunk, limb or body region",T08-T14,"T08-T14: Injuries to unspecified part of trunk, limb or body region",T08-T14,"T08-T14: Injuries to unspecified part of trunk, limb or body region",19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
T130,1,T130,"T130: Superficial injury of lower limb, level unspecified",T08-T14,"T08-T14: Injuries to unspecified part of trunk, limb or body region",T08-T14,"T08-T14: Injuries to unspecified part of trunk, limb or body region",T08-T14,"T08-T14: Injuries to unspecified part of trunk, limb or body region",19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
T136,1,T136,"T136: Traumatic amputation of lower limb, level unspecified",T08-T14,"T08-T14: Injuries to unspecified part of trunk, limb or body region",T08-T14,"T08-T14: Injuries to unspecified part of trunk, limb or body region",T08-T14,"T08-T14: Injuries to unspecified part of trunk, limb or body region",19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
T1420,1,T1420,T1420: Fracture of unspecified body region: closed,T08-T14,"T08-T14: Injuries to unspecified part of trunk, limb or body region",T08-T14,"T08-T14: Injuries to unspecified part of trunk, limb or body region",T08-T14,"T08-T14: Injuries to unspecified part of trunk, limb or body region",19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
T172,6,T172,T172: Foreign body in pharynx,T15-T19,T15-T19: Effects of foreign body entering through natural orifice,T15-T19,T15-T19: Effects of foreign body entering through natural orifice,T15-T19,T15-T19: Effects of foreign body entering through natural orifice,19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
T173,2,T173,T173: Foreign body in larynx,T15-T19,T15-T19: Effects of foreign body entering through natural orifice,T15-T19,T15-T19: Effects of foreign body entering through natural orifice,T15-T19,T15-T19: Effects of foreign body entering through natural orifice,19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
T174,2,T174,T174: Foreign body in trachea,T15-T19,T15-T19: Effects of foreign body entering through natural orifice,T15-T19,T15-T19: Effects of foreign body entering through natural orifice,T15-T19,T15-T19: Effects of foreign body entering through natural orifice,19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
T175,2,T175,T175: Foreign body in bronchus,T15-T19,T15-T19: Effects of foreign body entering through natural orifice,T15-T19,T15-T19: Effects of foreign body entering through natural orifice,T15-T19,T15-T19: Effects of foreign body entering through natural orifice,19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
T178,6,T178,T178: Foreign body in other and multiple parts of respiratory tract,T15-T19,T15-T19: Effects of foreign body entering through natural orifice,T15-T19,T15-T19: Effects of foreign body entering through natural orifice,T15-T19,T15-T19: Effects of foreign body entering through natural orifice,19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
T179,120,T179,"T179: Foreign body in respiratory tract, part unspecified",T15-T19,T15-T19: Effects of foreign body entering through natural orifice,T15-T19,T15-T19: Effects of foreign body entering through natural orifice,T15-T19,T15-T19: Effects of foreign body entering through natural orifice,19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
T180,1,T180,T180: Foreign body in mouth,T15-T19,T15-T19: Effects of foreign body entering through natural orifice,T15-T19,T15-T19: Effects of foreign body entering through natural orifice,T15-T19,T15-T19: Effects of foreign body entering through natural orifice,19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
T181,1,T181,T181: Foreign body in oesophagus,T15-T19,T15-T19: Effects of foreign body entering through natural orifice,T15-T19,T15-T19: Effects of foreign body entering through natural orifice,T15-T19,T15-T19: Effects of foreign body entering through natural orifice,19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
T189,1,T189,"T189: Foreign body in alimentary tract, part unspecified",T15-T19,T15-T19: Effects of foreign body entering through natural orifice,T15-T19,T15-T19: Effects of foreign body entering through natural orifice,T15-T19,T15-T19: Effects of foreign body entering through natural orifice,19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
G10X,33,G10X,G10X: Huntington's disease,G10-G14,G10-G14: Systemic atrophies primarily affecting the central nervous system,G10-G14,G10-G14: Systemic atrophies primarily affecting the central nervous system,G10-G14,G10-G14: Systemic atrophies primarily affecting the central nervous system,6,VI,VI: Diseases of the nervous system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
G111,3,G111,G111: Early-onset cerebellar ataxia,G10-G14,G10-G14: Systemic atrophies primarily affecting the central nervous system,G10-G14,G10-G14: Systemic atrophies primarily affecting the central nervous system,G10-G14,G10-G14: Systemic atrophies primarily affecting the central nervous system,6,VI,VI: Diseases of the nervous system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
A169,4,A169,"A169: Respiratory tuberculosis unspecified, without mention of bacteriological or histological confirmation",A15-A19,A15-A19: Tuberculosis,A15-A19,A15-A19: Tuberculosis,A15-A19,A15-A19: Tuberculosis,1,I,I: Certain infectious and parasitic diseases,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
A170,3,A170,A170: Tuberculous meningitis,A15-A19,A15-A19: Tuberculosis,A15-A19,A15-A19: Tuberculosis,A15-A19,A15-A19: Tuberculosis,1,I,I: Certain infectious and parasitic diseases,Dagger,ICD10 5th Edition,Live,2016-04-01 00:00:00,
A178,1,A178,A178: Other tuberculosis of nervous system,A15-A19,A15-A19: Tuberculosis,A15-A19,A15-A19: Tuberculosis,A15-A19,A15-A19: Tuberculosis,1,I,I: Certain infectious and parasitic diseases,Dagger,ICD10 5th Edition,Live,2016-04-01 00:00:00,
A182,1,A182,A182: Tuberculous peripheral lymphadenopathy,A15-A19,A15-A19: Tuberculosis,A15-A19,A15-A19: Tuberculosis,A15-A19,A15-A19: Tuberculosis,1,I,I: Certain infectious and parasitic diseases,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
A190,1,A190,A190: Acute miliary tuberculosis of a single specified site,A15-A19,A15-A19: Tuberculosis,A15-A19,A15-A19: Tuberculosis,A15-A19,A15-A19: Tuberculosis,1,I,I: Certain infectious and parasitic diseases,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
A199,2,A199,"A199: Miliary tuberculosis, unspecified",A15-A19,A15-A19: Tuberculosis,A15-A19,A15-A19: Tuberculosis,A15-A19,A15-A19: Tuberculosis,1,I,I: Certain infectious and parasitic diseases,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
M6006,1,M6006,M6006: Infective myositis: Lower leg,M60-M63,M60-M63: Disorders of muscles,M60-M63,M60-M63: Disorders of muscles,M60-M79,M60-M79: Soft tissue disorders,13,XIII,XIII: Diseases of the musculoskeletal system and connective tissue,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
M6085,1,M6085,M6085: Other myositis: Pelvic region and thigh,M60-M63,M60-M63: Disorders of muscles,M60-M63,M60-M63: Disorders of muscles,M60-M79,M60-M79: Soft tissue disorders,13,XIII,XIII: Diseases of the musculoskeletal system and connective tissue,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
M609,2,M609,"M609: Myositis, unspecified",M60-M63,M60-M63: Disorders of muscles,M60-M63,M60-M63: Disorders of muscles,M60-M79,M60-M79: Soft tissue disorders,13,XIII,XIII: Diseases of the musculoskeletal system and connective tissue,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
M6090,1,M6090,"M6090: Myositis, unspecified: Multiple sites",M60-M63,M60-M63: Disorders of muscles,M60-M63,M60-M63: Disorders of muscles,M60-M79,M60-M79: Soft tissue disorders,13,XIII,XIII: Diseases of the musculoskeletal system and connective tissue,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
M6095,1,M6095,"M6095: Myositis, unspecified: Pelvic region and thigh",M60-M63,M60-M63: Disorders of muscles,M60-M63,M60-M63: Disorders of muscles,M60-M79,M60-M79: Soft tissue disorders,13,XIII,XIII: Diseases of the musculoskeletal system and connective tissue,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
