Spell_Primary_Diagnosis,eol_broad_count,ICD10_L4_Code,ICD10_L4_Desc,ICD10_L3_Code,ICD10_L3_Desc,ICD10_L2_Code,ICD10_L2_Desc,ICD10_L1_Code,ICD10_L1_Desc,ICD10_Chapter_No,ICD10_Chapter_Code,ICD10_Chapter_Desc,ICD10_Usage,ICD10_Version,ICD10_Status,ICD10_Valid_From,ICD10_Valid_To
N900,7,N900,N900: Mild vulvar dysplasia,N80-N98,N80-N98: Noninflammatory disorders of female genital tract,N80-N98,N80-N98: Noninflammatory disorders of female genital tract,N80-N98,N80-N98: Noninflammatory disorders of female genital tract,14,XIV,XIV: Diseases of the genitourinary system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
N901,11,N901,N901: Moderate vulvar dysplasia,N80-N98,N80-N98: Noninflammatory disorders of female genital tract,N80-N98,N80-N98: Noninflammatory disorders of female genital tract,N80-N98,N80-N98: Noninflammatory disorders of female genital tract,14,XIV,XIV: Diseases of the genitourinary system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
N902,6,N902,"N902: Severe vulvar dysplasia, not elsewhere classified",N80-N98,N80-N98: Noninflammatory disorders of female genital tract,N80-N98,N80-N98: Noninflammatory disorders of female genital tract,N80-N98,N80-N98: Noninflammatory disorders of female genital tract,14,XIV,XIV: Diseases of the genitourinary system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
N903,23,N903,"N903: Dysplasia of vulva, unspecified",N80-N98,N80-N98: Noninflammatory disorders of female genital tract,N80-N98,N80-N98: Noninflammatory disorders of female genital tract,N80-N98,N80-N98: Noninflammatory disorders of female genital tract,14,XIV,XIV: Diseases of the genitourinary system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
N904,76,N904,N904: Leukoplakia of vulva,N80-N98,N80-N98: Noninflammatory disorders of female genital tract,N80-N98,N80-N98: Noninflammatory disorders of female genital tract,N80-N98,N80-N98: Noninflammatory disorders of female genital tract,14,XIV,XIV: Diseases of the genitourinary system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
N905,7,N905,N905: Atrophy of vulva,N80-N98,N80-N98: Noninflammatory disorders of female genital tract,N80-N98,N80-N98: Noninflammatory disorders of female genital tract,N80-N98,N80-N98: Noninflammatory disorders of female genital tract,14,XIV,XIV: Diseases of the genitourinary system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
N906,6,N906,N906: Hypertrophy of vulva,N80-N98,N80-N98: Noninflammatory disorders of female genital tract,N80-N98,N80-N98: Noninflammatory disorders of female genital tract,N80-N98,N80-N98: Noninflammatory disorders of female genital tract,14,XIV,XIV: Diseases of the genitourinary system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
N907,28,N907,N907: Vulvar cyst,N80-N98,N80-N98: Noninflammatory disorders of female genital tract,N80-N98,N80-N98: Noninflammatory disorders of female genital tract,N80-N98,N80-N98: Noninflammatory disorders of female genital tract,14,XIV,XIV: Diseases of the genitourinary system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
F809,1,F809,"F809: Developmental disorder of speech and language, unspecified",F80-F89,F80-F89: Disorders of psychological development,F80-F89,F80-F89: Disorders of psychological development,F80-F89,F80-F89: Disorders of psychological development,5,V,V: Mental and behavioural disorders,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
F813,1,F813,F813: Mixed disorder of scholastic skills,F80-F89,F80-F89: Disorders of psychological development,F80-F89,F80-F89: Disorders of psychological development,F80-F89,F80-F89: Disorders of psychological development,5,V,V: Mental and behavioural disorders,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
H335,36,H335,H335: Other retinal detachments,H30-H36,H30-H36: Disorders of choroid and retina,H30-H36,H30-H36: Disorders of choroid and retina,H30-H36,H30-H36: Disorders of choroid and retina,7,VII,VII: Diseases of the eye and adnexa,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
H340,2,H340,H340: Transient retinal artery occlusion,H30-H36,H30-H36: Disorders of choroid and retina,H30-H36,H30-H36: Disorders of choroid and retina,H30-H36,H30-H36: Disorders of choroid and retina,7,VII,VII: Diseases of the eye and adnexa,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
H341,129,H341,H341: Central retinal artery occlusion,H30-H36,H30-H36: Disorders of choroid and retina,H30-H36,H30-H36: Disorders of choroid and retina,H30-H36,H30-H36: Disorders of choroid and retina,7,VII,VII: Diseases of the eye and adnexa,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
H342,141,H342,H342: Other retinal artery occlusions,H30-H36,H30-H36: Disorders of choroid and retina,H30-H36,H30-H36: Disorders of choroid and retina,H30-H36,H30-H36: Disorders of choroid and retina,7,VII,VII: Diseases of the eye and adnexa,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
H348,2588,H348,H348: Other retinal vascular occlusions,H30-H36,H30-H36: Disorders of choroid and retina,H30-H36,H30-H36: Disorders of choroid and retina,H30-H36,H30-H36: Disorders of choroid and retina,7,VII,VII: Diseases of the eye and adnexa,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
H349,20,H349,"H349: Retinal vascular occlusion, unspecified",H30-H36,H30-H36: Disorders of choroid and retina,H30-H36,H30-H36: Disorders of choroid and retina,H30-H36,H30-H36: Disorders of choroid and retina,7,VII,VII: Diseases of the eye and adnexa,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
H350,715,H350,H350: Background retinopathy and retinal vascular changes,H30-H36,H30-H36: Disorders of choroid and retina,H30-H36,H30-H36: Disorders of choroid and retina,H30-H36,H30-H36: Disorders of choroid and retina,7,VII,VII: Diseases of the eye and adnexa,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
H351,3,H351,H351: Retinopathy of prematurity,H30-H36,H30-H36: Disorders of choroid and retina,H30-H36,H30-H36: Disorders of choroid and retina,H30-H36,H30-H36: Disorders of choroid and retina,7,VII,VII: Diseases of the eye and adnexa,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
H352,27,H352,H352: Other proliferative retinopathy,H30-H36,H30-H36: Disorders of choroid and retina,H30-H36,H30-H36: Disorders of choroid and retina,H30-H36,H30-H36: Disorders of choroid and retina,7,VII,VII: Diseases of the eye and adnexa,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
N908,109,N908,N908: Other specified noninflammatory disorders of vulva and perineum,N80-N98,N80-N98: Noninflammatory disorders of female genital tract,N80-N98,N80-N98: Noninflammatory disorders of female genital tract,N80-N98,N80-N98: Noninflammatory disorders of female genital tract,14,XIV,XIV: Diseases of the genitourinary system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
N909,62,N909,"N909: Noninflammatory disorder of vulva and perineum, unspecified",N80-N98,N80-N98: Noninflammatory disorders of female genital tract,N80-N98,N80-N98: Noninflammatory disorders of female genital tract,N80-N98,N80-N98: Noninflammatory disorders of female genital tract,14,XIV,XIV: Diseases of the genitourinary system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
N911,1,N911,N911: Secondary amenorrhoea,N80-N98,N80-N98: Noninflammatory disorders of female genital tract,N80-N98,N80-N98: Noninflammatory disorders of female genital tract,N80-N98,N80-N98: Noninflammatory disorders of female genital tract,14,XIV,XIV: Diseases of the genitourinary system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
K283,1,K283,K283: Gastrojejunal ulcer: Acute without haemorrhage or perforation,K20-K31,"K20-K31: Diseases of oesophagus, stomach and duodenum",K20-K31,"K20-K31: Diseases of oesophagus, stomach and duodenum",K20-K31,"K20-K31: Diseases of oesophagus, stomach and duodenum",11,XI,XI: Diseases of the digestive system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
K284,46,K284,K284: Gastrojejunal ulcer: Chronic or unspecified with haemorrhage,K20-K31,"K20-K31: Diseases of oesophagus, stomach and duodenum",K20-K31,"K20-K31: Diseases of oesophagus, stomach and duodenum",K20-K31,"K20-K31: Diseases of oesophagus, stomach and duodenum",11,XI,XI: Diseases of the digestive system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
K285,20,K285,K285: Gastrojejunal ulcer: Chronic or unspecified with perforation,K20-K31,"K20-K31: Diseases of oesophagus, stomach and duodenum",K20-K31,"K20-K31: Diseases of oesophagus, stomach and duodenum",K20-K31,"K20-K31: Diseases of oesophagus, stomach and duodenum",11,XI,XI: Diseases of the digestive system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
K286,1,K286,K286: Gastrojejunal ulcer: Chronic or unspecified with both haemorrhage and perforation,K20-K31,"K20-K31: Diseases of oesophagus, stomach and duodenum",K20-K31,"K20-K31: Diseases of oesophagus, stomach and duodenum",K20-K31,"K20-K31: Diseases of oesophagus, stomach and duodenum",11,XI,XI: Diseases of the digestive system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
K287,1,K287,K287: Gastrojejunal ulcer: Chronic without haemorrhage or perforation,K20-K31,"K20-K31: Diseases of oesophagus, stomach and duodenum",K20-K31,"K20-K31: Diseases of oesophagus, stomach and duodenum",K20-K31,"K20-K31: Diseases of oesophagus, stomach and duodenum",11,XI,XI: Diseases of the digestive system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
K289,51,K289,"K289: Gastrojejunal ulcer: Unspecified as acute or chronic, without haemorrhage or perforation",K20-K31,"K20-K31: Diseases of oesophagus, stomach and duodenum",K20-K31,"K20-K31: Diseases of oesophagus, stomach and duodenum",K20-K31,"K20-K31: Diseases of oesophagus, stomach and duodenum",11,XI,XI: Diseases of the digestive system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
K290,540,K290,K290: Acute haemorrhagic gastritis,K20-K31,"K20-K31: Diseases of oesophagus, stomach and duodenum",K20-K31,"K20-K31: Diseases of oesophagus, stomach and duodenum",K20-K31,"K20-K31: Diseases of oesophagus, stomach and duodenum",11,XI,XI: Diseases of the digestive system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
H353,14128,H353,H353: Degeneration of macula and posterior pole,H30-H36,H30-H36: Disorders of choroid and retina,H30-H36,H30-H36: Disorders of choroid and retina,H30-H36,H30-H36: Disorders of choroid and retina,7,VII,VII: Diseases of the eye and adnexa,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
H354,2,H354,H354: Peripheral retinal degeneration,H30-H36,H30-H36: Disorders of choroid and retina,H30-H36,H30-H36: Disorders of choroid and retina,H30-H36,H30-H36: Disorders of choroid and retina,7,VII,VII: Diseases of the eye and adnexa,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
H355,14,H355,H355: Hereditary retinal dystrophy,H30-H36,H30-H36: Disorders of choroid and retina,H30-H36,H30-H36: Disorders of choroid and retina,H30-H36,H30-H36: Disorders of choroid and retina,7,VII,VII: Diseases of the eye and adnexa,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
H356,140,H356,H356: Retinal haemorrhage,H30-H36,H30-H36: Disorders of choroid and retina,H30-H36,H30-H36: Disorders of choroid and retina,H30-H36,H30-H36: Disorders of choroid and retina,7,VII,VII: Diseases of the eye and adnexa,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
H357,24,H357,H357: Separation of retinal layers,H30-H36,H30-H36: Disorders of choroid and retina,H30-H36,H30-H36: Disorders of choroid and retina,H30-H36,H30-H36: Disorders of choroid and retina,7,VII,VII: Diseases of the eye and adnexa,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
H358,4023,H358,H358: Other specified retinal disorders,H30-H36,H30-H36: Disorders of choroid and retina,H30-H36,H30-H36: Disorders of choroid and retina,H30-H36,H30-H36: Disorders of choroid and retina,7,VII,VII: Diseases of the eye and adnexa,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
H359,118,H359,"H359: Retinal disorder, unspecified",H30-H36,H30-H36: Disorders of choroid and retina,H30-H36,H30-H36: Disorders of choroid and retina,H30-H36,H30-H36: Disorders of choroid and retina,7,VII,VII: Diseases of the eye and adnexa,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
H360,3818,H360,H360: Diabetic retinopathy,H30-H36,H30-H36: Disorders of choroid and retina,H30-H36,H30-H36: Disorders of choroid and retina,H30-H36,H30-H36: Disorders of choroid and retina,7,VII,VII: Diseases of the eye and adnexa,Asterisk,ICD10 5th Edition,Live,2016-04-01 00:00:00,
H368,14,H368,H368: Other retinal disorders in diseases classified elsewhere,H30-H36,H30-H36: Disorders of choroid and retina,H30-H36,H30-H36: Disorders of choroid and retina,H30-H36,H30-H36: Disorders of choroid and retina,7,VII,VII: Diseases of the eye and adnexa,Asterisk,ICD10 5th Edition,Live,2016-04-01 00:00:00,
H400,175,H400,H400: Glaucoma suspect,H40-H42,H40-H42: Glaucoma,H40-H42,H40-H42: Glaucoma,H40-H42,H40-H42: Glaucoma,7,VII,VII: Diseases of the eye and adnexa,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
H401,1282,H401,H401: Primary open-angle glaucoma,H40-H42,H40-H42: Glaucoma,H40-H42,H40-H42: Glaucoma,H40-H42,H40-H42: Glaucoma,7,VII,VII: Diseases of the eye and adnexa,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
H402,441,H402,H402: Primary angle-closure glaucoma,H40-H42,H40-H42: Glaucoma,H40-H42,H40-H42: Glaucoma,H40-H42,H40-H42: Glaucoma,7,VII,VII: Diseases of the eye and adnexa,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
H403,7,H403,H403: Glaucoma secondary to eye trauma,H40-H42,H40-H42: Glaucoma,H40-H42,H40-H42: Glaucoma,H40-H42,H40-H42: Glaucoma,7,VII,VII: Diseases of the eye and adnexa,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
H404,23,H404,H404: Glaucoma secondary to eye inflammation,H40-H42,H40-H42: Glaucoma,H40-H42,H40-H42: Glaucoma,H40-H42,H40-H42: Glaucoma,7,VII,VII: Diseases of the eye and adnexa,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
H405,322,H405,H405: Glaucoma secondary to other eye disorders,H40-H42,H40-H42: Glaucoma,H40-H42,H40-H42: Glaucoma,H40-H42,H40-H42: Glaucoma,7,VII,VII: Diseases of the eye and adnexa,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
H406,13,H406,H406: Glaucoma secondary to drugs,H40-H42,H40-H42: Glaucoma,H40-H42,H40-H42: Glaucoma,H40-H42,H40-H42: Glaucoma,7,VII,VII: Diseases of the eye and adnexa,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
H408,182,H408,H408: Other glaucoma,H40-H42,H40-H42: Glaucoma,H40-H42,H40-H42: Glaucoma,H40-H42,H40-H42: Glaucoma,7,VII,VII: Diseases of the eye and adnexa,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
H409,690,H409,"H409: Glaucoma, unspecified",H40-H42,H40-H42: Glaucoma,H40-H42,H40-H42: Glaucoma,H40-H42,H40-H42: Glaucoma,7,VII,VII: Diseases of the eye and adnexa,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
H428,1,H428,H428: Glaucoma in other diseases classified elsewhere,H40-H42,H40-H42: Glaucoma,H40-H42,H40-H42: Glaucoma,H40-H42,H40-H42: Glaucoma,7,VII,VII: Diseases of the eye and adnexa,Asterisk,ICD10 5th Edition,Live,2016-04-01 00:00:00,
H430,3,H430,H430: Vitreous prolapse,H43-H45,H43-H45: Disorders of vitreous body and globe,H43-H45,H43-H45: Disorders of vitreous body and globe,H43-H45,H43-H45: Disorders of vitreous body and globe,7,VII,VII: Diseases of the eye and adnexa,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
H431,826,H431,H431: Vitreous haemorrhage,H43-H45,H43-H45: Disorders of vitreous body and globe,H43-H45,H43-H45: Disorders of vitreous body and globe,H43-H45,H43-H45: Disorders of vitreous body and globe,7,VII,VII: Diseases of the eye and adnexa,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
H432,10,H432,H432: Crystalline deposits in vitreous body,H43-H45,H43-H45: Disorders of vitreous body and globe,H43-H45,H43-H45: Disorders of vitreous body and globe,H43-H45,H43-H45: Disorders of vitreous body and globe,7,VII,VII: Diseases of the eye and adnexa,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
H433,43,H433,H433: Other vitreous opacities,H43-H45,H43-H45: Disorders of vitreous body and globe,H43-H45,H43-H45: Disorders of vitreous body and globe,H43-H45,H43-H45: Disorders of vitreous body and globe,7,VII,VII: Diseases of the eye and adnexa,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
H438,101,H438,H438: Other disorders of vitreous body,H43-H45,H43-H45: Disorders of vitreous body and globe,H43-H45,H43-H45: Disorders of vitreous body and globe,H43-H45,H43-H45: Disorders of vitreous body and globe,7,VII,VII: Diseases of the eye and adnexa,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
H439,9,H439,"H439: Disorder of vitreous body, unspecified",H43-H45,H43-H45: Disorders of vitreous body and globe,H43-H45,H43-H45: Disorders of vitreous body and globe,H43-H45,H43-H45: Disorders of vitreous body and globe,7,VII,VII: Diseases of the eye and adnexa,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
H440,220,H440,H440: Purulent endophthalmitis,H43-H45,H43-H45: Disorders of vitreous body and globe,H43-H45,H43-H45: Disorders of vitreous body and globe,H43-H45,H43-H45: Disorders of vitreous body and globe,7,VII,VII: Diseases of the eye and adnexa,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
