Spell_Primary_Diagnosis,frail_count,ICD10_L4_Code,ICD10_L4_Desc,ICD10_L3_Code,ICD10_L3_Desc,ICD10_L2_Code,ICD10_L2_Desc,ICD10_L1_Code,ICD10_L1_Desc,ICD10_Chapter_No,ICD10_Chapter_Code,ICD10_Chapter_Desc,ICD10_Usage,ICD10_Version,ICD10_Status,ICD10_Valid_From,ICD10_Valid_To
S7200,260706,S7200,S7200: Fracture of neck of femur: closed,S70-S79,S70-S79: Injuries to the hip and thigh,S70-S79,S70-S79: Injuries to the hip and thigh,S70-S79,S70-S79: Injuries to the hip and thigh,19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
S7201,259,S7201,S7201: Fracture of neck of femur: open,S70-S79,S70-S79: Injuries to the hip and thigh,S70-S79,S70-S79: Injuries to the hip and thigh,S70-S79,S70-S79: Injuries to the hip and thigh,19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
S721,1885,S721,S721: Pertrochanteric fracture,S70-S79,S70-S79: Injuries to the hip and thigh,S70-S79,S70-S79: Injuries to the hip and thigh,S70-S79,S70-S79: Injuries to the hip and thigh,19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
S7210,116001,S7210,S7210: Pertrochanteric fracture: closed,S70-S79,S70-S79: Injuries to the hip and thigh,S70-S79,S70-S79: Injuries to the hip and thigh,S70-S79,S70-S79: Injuries to the hip and thigh,19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
S7211,122,S7211,S7211: Pertrochanteric fracture: open,S70-S79,S70-S79: Injuries to the hip and thigh,S70-S79,S70-S79: Injuries to the hip and thigh,S70-S79,S70-S79: Injuries to the hip and thigh,19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
S722,239,S722,S722: Subtrochanteric fracture,S70-S79,S70-S79: Injuries to the hip and thigh,S70-S79,S70-S79: Injuries to the hip and thigh,S70-S79,S70-S79: Injuries to the hip and thigh,19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
S7220,14872,S7220,S7220: Subtrochanteric fracture: closed,S70-S79,S70-S79: Injuries to the hip and thigh,S70-S79,S70-S79: Injuries to the hip and thigh,S70-S79,S70-S79: Injuries to the hip and thigh,19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
S7221,32,S7221,S7221: Subtrochanteric fracture: open,S70-S79,S70-S79: Injuries to the hip and thigh,S70-S79,S70-S79: Injuries to the hip and thigh,S70-S79,S70-S79: Injuries to the hip and thigh,19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
S723,121,S723,S723: Fracture of shaft of femur,S70-S79,S70-S79: Injuries to the hip and thigh,S70-S79,S70-S79: Injuries to the hip and thigh,S70-S79,S70-S79: Injuries to the hip and thigh,19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
S7230,6476,S7230,S7230: Fracture of shaft of femur: closed,S70-S79,S70-S79: Injuries to the hip and thigh,S70-S79,S70-S79: Injuries to the hip and thigh,S70-S79,S70-S79: Injuries to the hip and thigh,19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
S7231,129,S7231,S7231: Fracture of shaft of femur: open,S70-S79,S70-S79: Injuries to the hip and thigh,S70-S79,S70-S79: Injuries to the hip and thigh,S70-S79,S70-S79: Injuries to the hip and thigh,19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
S724,219,S724,S724: Fracture of lower end of femur,S70-S79,S70-S79: Injuries to the hip and thigh,S70-S79,S70-S79: Injuries to the hip and thigh,S70-S79,S70-S79: Injuries to the hip and thigh,19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
S7240,11753,S7240,S7240: Fracture of lower end of femur: closed,S70-S79,S70-S79: Injuries to the hip and thigh,S70-S79,S70-S79: Injuries to the hip and thigh,S70-S79,S70-S79: Injuries to the hip and thigh,19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
S7241,259,S7241,S7241: Fracture of lower end of femur: open,S70-S79,S70-S79: Injuries to the hip and thigh,S70-S79,S70-S79: Injuries to the hip and thigh,S70-S79,S70-S79: Injuries to the hip and thigh,19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
S727,7,S727,S727: Multiple fractures of femur,S70-S79,S70-S79: Injuries to the hip and thigh,S70-S79,S70-S79: Injuries to the hip and thigh,S70-S79,S70-S79: Injuries to the hip and thigh,19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
S7270,213,S7270,S7270: Multiple fractures of femur: closed,S70-S79,S70-S79: Injuries to the hip and thigh,S70-S79,S70-S79: Injuries to the hip and thigh,S70-S79,S70-S79: Injuries to the hip and thigh,19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
S7271,2,S7271,S7271: Multiple fractures of femur: open,S70-S79,S70-S79: Injuries to the hip and thigh,S70-S79,S70-S79: Injuries to the hip and thigh,S70-S79,S70-S79: Injuries to the hip and thigh,19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
S728,10,S728,S728: Fractures of other parts of femur,S70-S79,S70-S79: Injuries to the hip and thigh,S70-S79,S70-S79: Injuries to the hip and thigh,S70-S79,S70-S79: Injuries to the hip and thigh,19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
S7280,525,S7280,S7280: Fractures of other parts of femur: closed,S70-S79,S70-S79: Injuries to the hip and thigh,S70-S79,S70-S79: Injuries to the hip and thigh,S70-S79,S70-S79: Injuries to the hip and thigh,19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
S7281,3,S7281,S7281: Fractures of other parts of femur: open,S70-S79,S70-S79: Injuries to the hip and thigh,S70-S79,S70-S79: Injuries to the hip and thigh,S70-S79,S70-S79: Injuries to the hip and thigh,19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
S729,34,S729,"S729: Fracture of femur, part unspecified",S70-S79,S70-S79: Injuries to the hip and thigh,S70-S79,S70-S79: Injuries to the hip and thigh,S70-S79,S70-S79: Injuries to the hip and thigh,19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
S7290,408,S7290,"S7290: Fracture of femur, part unspecified: closed",S70-S79,S70-S79: Injuries to the hip and thigh,S70-S79,S70-S79: Injuries to the hip and thigh,S70-S79,S70-S79: Injuries to the hip and thigh,19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
S7291,9,S7291,"S7291: Fracture of femur, part unspecified: open",S70-S79,S70-S79: Injuries to the hip and thigh,S70-S79,S70-S79: Injuries to the hip and thigh,S70-S79,S70-S79: Injuries to the hip and thigh,19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
R412,133,R412,R412: Retrograde amnesia,R40-R46,"R40-R46: Symptoms and signs involving cognition, perception, emotional state and behaviour",R40-R46,"R40-R46: Symptoms and signs involving cognition, perception, emotional state and behaviour",R40-R46,"R40-R46: Symptoms and signs involving cognition, perception, emotional state and behaviour",18,XVIII,"XVIII: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
R413,1686,R413,R413: Other amnesia,R40-R46,"R40-R46: Symptoms and signs involving cognition, perception, emotional state and behaviour",R40-R46,"R40-R46: Symptoms and signs involving cognition, perception, emotional state and behaviour",R40-R46,"R40-R46: Symptoms and signs involving cognition, perception, emotional state and behaviour",18,XVIII,"XVIII: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
R418,14877,R418,R418: Other and unspecified symptoms and signs involving cognitive functions and awareness,R40-R46,"R40-R46: Symptoms and signs involving cognition, perception, emotional state and behaviour",R40-R46,"R40-R46: Symptoms and signs involving cognition, perception, emotional state and behaviour",R40-R46,"R40-R46: Symptoms and signs involving cognition, perception, emotional state and behaviour",18,XVIII,"XVIII: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
R440,1030,R440,R440: Auditory hallucinations,R40-R46,"R40-R46: Symptoms and signs involving cognition, perception, emotional state and behaviour",R40-R46,"R40-R46: Symptoms and signs involving cognition, perception, emotional state and behaviour",R40-R46,"R40-R46: Symptoms and signs involving cognition, perception, emotional state and behaviour",18,XVIII,"XVIII: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
K921,29659,K921,K921: Melaena,K90-K93,K90-K93: Other diseases of the digestive system,K90-K93,K90-K93: Other diseases of the digestive system,K90-K93,K90-K93: Other diseases of the digestive system,11,XI,XI: Diseases of the digestive system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
M8108,5,M8108,M8108: Postmenopausal osteoporosis: Other,M80-M85,M80-M85: Disorders of bone density and structure,M80-M85,M80-M85: Disorders of bone density and structure,M80-M94,M80-M94: Osteopathies and chondropathies,13,XIII,XIII: Diseases of the musculoskeletal system and connective tissue,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
M8109,5,M8109,M8109: Postmenopausal osteoporosis: Site unspecified,M80-M85,M80-M85: Disorders of bone density and structure,M80-M85,M80-M85: Disorders of bone density and structure,M80-M94,M80-M94: Osteopathies and chondropathies,13,XIII,XIII: Diseases of the musculoskeletal system and connective tissue,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
J9600,1428,J9600,J9600: Acute respiratory failure,J95-J99,J95-J99: Other diseases of the respiratory system,J95-J99,J95-J99: Other diseases of the respiratory system,J95-J99,J95-J99: Other diseases of the respiratory system,10,X,X: Diseases of the respiratory system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
J9601,7221,J9601,J9601: Acute respiratory failure,J95-J99,J95-J99: Other diseases of the respiratory system,J95-J99,J95-J99: Other diseases of the respiratory system,J95-J99,J95-J99: Other diseases of the respiratory system,10,X,X: Diseases of the respiratory system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
J9609,273,J9609,J9609: Acute respiratory failure,J95-J99,J95-J99: Other diseases of the respiratory system,J95-J99,J95-J99: Other diseases of the respiratory system,J95-J99,J95-J99: Other diseases of the respiratory system,10,X,X: Diseases of the respiratory system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
G451,968,G451,G451: Carotid artery syndrome (hemispheric),G40-G47,G40-G47: Episodic and paroxysmal disorders,G40-G47,G40-G47: Episodic and paroxysmal disorders,G40-G47,G40-G47: Episodic and paroxysmal disorders,6,VI,VI: Diseases of the nervous system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
G452,27,G452,G452: Multiple and bilateral precerebral artery syndromes,G40-G47,G40-G47: Episodic and paroxysmal disorders,G40-G47,G40-G47: Episodic and paroxysmal disorders,G40-G47,G40-G47: Episodic and paroxysmal disorders,6,VI,VI: Diseases of the nervous system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
G453,1347,G453,G453: Amaurosis fugax,G40-G47,G40-G47: Episodic and paroxysmal disorders,G40-G47,G40-G47: Episodic and paroxysmal disorders,G40-G47,G40-G47: Episodic and paroxysmal disorders,6,VI,VI: Diseases of the nervous system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
G454,3971,G454,G454: Transient global amnesia,G40-G47,G40-G47: Episodic and paroxysmal disorders,G40-G47,G40-G47: Episodic and paroxysmal disorders,G40-G47,G40-G47: Episodic and paroxysmal disorders,6,VI,VI: Diseases of the nervous system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
G458,3822,G458,G458: Other transient cerebral ischaemic attacks and related syndromes,G40-G47,G40-G47: Episodic and paroxysmal disorders,G40-G47,G40-G47: Episodic and paroxysmal disorders,G40-G47,G40-G47: Episodic and paroxysmal disorders,6,VI,VI: Diseases of the nervous system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
G459,80116,G459,"G459: Transient cerebral ischaemic attack, unspecified",G40-G47,G40-G47: Episodic and paroxysmal disorders,G40-G47,G40-G47: Episodic and paroxysmal disorders,G40-G47,G40-G47: Episodic and paroxysmal disorders,6,VI,VI: Diseases of the nervous system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
R260,606,R260,R260: Ataxic gait,R25-R29,R25-R29: Symptoms and signs involving the nervous and musculoskeletal systems,R25-R29,R25-R29: Symptoms and signs involving the nervous and musculoskeletal systems,R25-R29,R25-R29: Symptoms and signs involving the nervous and musculoskeletal systems,18,XVIII,"XVIII: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
R261,9,R261,R261: Paralytic gait,R25-R29,R25-R29: Symptoms and signs involving the nervous and musculoskeletal systems,R25-R29,R25-R29: Symptoms and signs involving the nervous and musculoskeletal systems,R25-R29,R25-R29: Symptoms and signs involving the nervous and musculoskeletal systems,18,XVIII,"XVIII: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
R262,761,R262,"R262: Difficulty in walking, not elsewhere classified",R25-R29,R25-R29: Symptoms and signs involving the nervous and musculoskeletal systems,R25-R29,R25-R29: Symptoms and signs involving the nervous and musculoskeletal systems,R25-R29,R25-R29: Symptoms and signs involving the nervous and musculoskeletal systems,18,XVIII,"XVIII: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
R263,1532,R263,R263: Immobility,R25-R29,R25-R29: Symptoms and signs involving the nervous and musculoskeletal systems,R25-R29,R25-R29: Symptoms and signs involving the nervous and musculoskeletal systems,R25-R29,R25-R29: Symptoms and signs involving the nervous and musculoskeletal systems,18,XVIII,"XVIII: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
R268,46997,R268,R268: Other and unspecified abnormalities of gait and mobility,R25-R29,R25-R29: Symptoms and signs involving the nervous and musculoskeletal systems,R25-R29,R25-R29: Symptoms and signs involving the nervous and musculoskeletal systems,R25-R29,R25-R29: Symptoms and signs involving the nervous and musculoskeletal systems,18,XVIII,"XVIII: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
R290,66,R290,R290: Tetany,R25-R29,R25-R29: Symptoms and signs involving the nervous and musculoskeletal systems,R25-R29,R25-R29: Symptoms and signs involving the nervous and musculoskeletal systems,R25-R29,R25-R29: Symptoms and signs involving the nervous and musculoskeletal systems,18,XVIII,"XVIII: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
R291,13,R291,R291: Meningismus,R25-R29,R25-R29: Symptoms and signs involving the nervous and musculoskeletal systems,R25-R29,R25-R29: Symptoms and signs involving the nervous and musculoskeletal systems,R25-R29,R25-R29: Symptoms and signs involving the nervous and musculoskeletal systems,18,XVIII,"XVIII: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
R292,15,R292,R292: Abnormal reflex,R25-R29,R25-R29: Symptoms and signs involving the nervous and musculoskeletal systems,R25-R29,R25-R29: Symptoms and signs involving the nervous and musculoskeletal systems,R25-R29,R25-R29: Symptoms and signs involving the nervous and musculoskeletal systems,18,XVIII,"XVIII: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
R293,91,R293,R293: Abnormal posture,R25-R29,R25-R29: Symptoms and signs involving the nervous and musculoskeletal systems,R25-R29,R25-R29: Symptoms and signs involving the nervous and musculoskeletal systems,R25-R29,R25-R29: Symptoms and signs involving the nervous and musculoskeletal systems,18,XVIII,"XVIII: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
