Der_Activity_Month,ICB_Name_Short,spells
200909,QE1: NHS Lancashire & South Cumbria ICB,104
201302,QMJ: NHS North Central London ICB,4
201207,QMJ: NHS North Central London ICB,6
201303,QKS: NHS Kent And Medway ICB,7
200912,QM7: NHS Hertfordshire & West Essex ICB,2
200911,QMF: NHS North East London ICB,1
200906,QJ2: NHS Derby And Derbyshire ICB,1
200908,QF7: NHS South Yorkshire ICB,1
201001,"QOC: NHS Shrops, Telford & Wrekin ICB",1
201507,QXU: NHS Surrey Heartlands ICB,20711
201305,QJG: NHS Suffolk & North East Essex ICB,21866
201412,QT6: NHS Cornwall & Isles Of Scilly ICB,12589
202108,QRV: NHS North West London ICB,42097
202112,QUE: NHS Cambs & Peterborough ICB,17564
201404,QSL: NHS Somerset ICB,11999
202012,QMJ: NHS North Central London ICB,31098
202110,"QOX: NHS Bath & NE S'set, S'don & W ICB",19802
201901,QWE: NHS South West London ICB,32410
202103,QVV: NHS Dorset ICB,19445
201207,"QUY: NHS Bristol, N S'set & S Gloucs ICB",8740
201403,QRV: NHS North West London ICB,42488
202403,"QHG: NHS Beds, Luton & Milton Keynes ICB",23505
201706,QMF: NHS North East London ICB,39901
202007,"QOX: NHS Bath & NE S'set, S'don & W ICB",16153
201911,"QOC: NHS Shrops, Telford & Wrekin ICB",15206
201301,QGH: NHS Herefords & Worcestershire ICB,24
201205,QOP: NHS Greater Manchester ICB,46
201203,NULL,1461330
201602,QUE: NHS Cambs & Peterborough ICB,18656
201403,"QOC: NHS Shrops, Telford & Wrekin ICB",10157
201808,QXU: NHS Surrey Heartlands ICB,21115
202012,"QOC: NHS Shrops, Telford & Wrekin ICB",12094
201510,QNX: NHS Sussex ICB,36383
201809,QKK: NHS South East London ICB,35876
201807,QMF: NHS North East London ICB,41525
202012,QRL: NHS Hampshire And Isle Of Wight ICB,36541
202011,QHM: NHS North East & North Cumbria ICB,62599
201910,QKK: NHS South East London ICB,39489
201810,QJG: NHS Suffolk & North East Essex ICB,24766
202301,QYG: NHS Cheshire And Merseyside ICB,65339
202005,QMJ: NHS North Central London ICB,22608
201312,QJM: NHS Lincolnshire ICB,15747
202205,QSL: NHS Somerset ICB,14702
201505,QHL: NHS Birmingham And Solihull ICB,30661
201309,QSL: NHS Somerset ICB,13026
202103,QNC: NHS Staffordshire & Stoke-On-Tr ICB,25658
202202,QMF: NHS North East London ICB,33394
201811,QF7: NHS South Yorkshire ICB,36451
201506,QJG: NHS Suffolk & North East Essex ICB,22623
201210,QSL: NHS Somerset ICB,408
201301,"QOC: NHS Shrops, Telford & Wrekin ICB",11
201608,QT1: NHS Nott'ham & Nottinghamshire ICB,25834
202303,QHM: NHS North East & North Cumbria ICB,86567
202001,QOP: NHS Greater Manchester ICB,83583
201601,QMF: NHS North East London ICB,37376
201807,QJ2: NHS Derby And Derbyshire ICB,25667
202210,QHL: NHS Birmingham And Solihull ICB,31214
201511,QOQ: NHS Humber And North Yorkshire ICB,40307
201504,QUA: NHS Black Country ICB,31100
201609,QT6: NHS Cornwall & Isles Of Scilly ICB,12738
201402,QMM: NHS Norfolk And Waveney ICB,26783
201606,QXU: NHS Surrey Heartlands ICB,21309
201606,QMM: NHS Norfolk And Waveney ICB,29839
201411,QNC: NHS Staffordshire & Stoke-On-Tr ICB,27295
201706,QT1: NHS Nott'ham & Nottinghamshire ICB,26193
202301,QWU: NHS Coventry And Warwickshire ICB,23721
201401,QJM: NHS Lincolnshire ICB,17055
202203,QR1: NHS Gloucestershire ICB,12810
201303,QMF: NHS North East London ICB,867
200912,QHM: NHS North East & North Cumbria ICB,4
202111,QWO: NHS West Yorkshire ICB,52328
201704,QKS: NHS Kent And Medway ICB,38399
201507,QMM: NHS Norfolk And Waveney ICB,29944
201401,QM7: NHS Hertfordshire & West Essex ICB,31778
202408,QXU: NHS Surrey Heartlands ICB,25392
202305,QOQ: NHS Humber And North Yorkshire ICB,48185
202112,QRV: NHS North West London ICB,40848
201403,QPM: NHS Northamptonshire ICB,15731
201607,QE1: NHS Lancashire & South Cumbria ICB,48431
201602,QGH: NHS Herefords & Worcestershire ICB,15333
201903,QWE: NHS South West London ICB,32434
202004,QXU: NHS Surrey Heartlands ICB,9375
201701,"QK1: NHS Leics, Leic'shire & Rutland ICB",23576
202008,QRL: NHS Hampshire And Isle Of Wight ICB,32680
201707,QMF: NHS North East London ICB,39420
201901,QF7: NHS South Yorkshire ICB,37080
201711,QSL: NHS Somerset ICB,14734
201301,QRV: NHS North West London ICB,159
201502,NULL,171890
201406,QOQ: NHS Humber And North Yorkshire ICB,39766
201707,"QHG: NHS Beds, Luton & Milton Keynes ICB",21426
201503,QHM: NHS North East & North Cumbria ICB,88486
201501,QWE: NHS South West London ICB,29811
201605,QT1: NHS Nott'ham & Nottinghamshire ICB,26339
201410,QHM: NHS North East & North Cumbria ICB,90408
202401,"QU9: NHS Bucks, Oxford & Berkshire W ICB",42653
202408,QF7: NHS South Yorkshire ICB,39521
201708,QKK: NHS South East London ICB,36568
202107,QNQ: NHS Frimley ICB,14981
201505,QUE: NHS Cambs & Peterborough ICB,18419
201803,QR1: NHS Gloucestershire ICB,12450
202311,QM7: NHS Hertfordshire & West Essex ICB,35644
201607,QOP: NHS Greater Manchester ICB,76757
201908,QM7: NHS Hertfordshire & West Essex ICB,34063
201805,QJM: NHS Lincolnshire ICB,17910
202105,QNX: NHS Sussex ICB,38208
201405,QWE: NHS South West London ICB,29559
202008,QMJ: NHS North Central London ICB,29460
201808,QHM: NHS North East & North Cumbria ICB,71722
202112,QKK: NHS South East London ICB,32381
201409,QNX: NHS Sussex ICB,33172
201501,QE1: NHS Lancashire & South Cumbria ICB,47231
201401,QJ2: NHS Derby And Derbyshire ICB,24206
201509,QT1: NHS Nott'ham & Nottinghamshire ICB,25971
201308,QM7: NHS Hertfordshire & West Essex ICB,29336
202103,"QUY: NHS Bristol, N S'set & S Gloucs ICB",20915
201603,"QU9: NHS Bucks, Oxford & Berkshire W ICB",32777
202110,QR1: NHS Gloucestershire ICB,13162
200905,QWO: NHS West Yorkshire ICB,14
201002,QOQ: NHS Humber And North Yorkshire ICB,5
201506,QKS: NHS Kent And Medway ICB,40945
200909,QJ2: NHS Derby And Derbyshire ICB,1
201110,QF7: NHS South Yorkshire ICB,1
201003,QPM: NHS Northamptonshire ICB,1
200905,QOQ: NHS Humber And North Yorkshire ICB,3
200906,"QOC: NHS Shrops, Telford & Wrekin ICB",5
201012,QWE: NHS South West London ICB,2
200912,"QU9: NHS Bucks, Oxford & Berkshire W ICB",1
201209,QMJ: NHS North Central London ICB,1
201112,QJM: NHS Lincolnshire ICB,1
202404,QKS: NHS Kent And Medway ICB,46181
202308,QRV: NHS North West London ICB,46787
202012,QYG: NHS Cheshire And Merseyside ICB,58669
202409,QWE: NHS South West London ICB,32181
202209,QE1: NHS Lancashire & South Cumbria ICB,54296
201304,QKS: NHS Kent And Medway ICB,36194
201412,QNX: NHS Sussex ICB,32924
201810,QOQ: NHS Humber And North Yorkshire ICB,44269
202211,QWU: NHS Coventry And Warwickshire ICB,23923
202304,"QHG: NHS Beds, Luton & Milton Keynes ICB",19601
201905,QMF: NHS North East London ICB,42472
202309,QF7: NHS South Yorkshire ICB,39286
202302,QOQ: NHS Humber And North Yorkshire ICB,42807
202310,QNX: NHS Sussex ICB,39969
201502,QXU: NHS Surrey Heartlands ICB,18525
201309,"QU9: NHS Bucks, Oxford & Berkshire W ICB",28666
201308,"QUY: NHS Bristol, N S'set & S Gloucs ICB",18677
202204,QSL: NHS Somerset ICB,12663
202006,QKS: NHS Kent And Medway ICB,27982
202410,QJ2: NHS Derby And Derbyshire ICB,29991
201308,QR1: NHS Gloucestershire ICB,11295
201307,"QOC: NHS Shrops, Telford & Wrekin ICB",9844
201603,QSL: NHS Somerset ICB,13642
201302,QXU: NHS Surrey Heartlands ICB,106
201302,QRV: NHS North West London ICB,149
202309,QVV: NHS Dorset ICB,19634
202405,"QK1: NHS Leics, Leic'shire & Rutland ICB",29578
201712,QYG: NHS Cheshire And Merseyside ICB,67275
201708,QNX: NHS Sussex ICB,37878
201610,QKK: NHS South East London ICB,35713
201806,QT1: NHS Nott'ham & Nottinghamshire ICB,26188
201902,QMJ: NHS North Central London ICB,33618
202307,QRV: NHS North West London ICB,48266
201402,QGH: NHS Herefords & Worcestershire ICB,15181
202006,QNQ: NHS Frimley ICB,11583
201205,QYG: NHS Cheshire And Merseyside ICB,23
202304,QJK: NHS Devon ICB,32825
201605,QOP: NHS Greater Manchester ICB,76423
201512,QYG: NHS Cheshire And Merseyside ICB,69461
202201,QMJ: NHS North Central London ICB,30895
202401,"QOX: NHS Bath & NE S'set, S'don & W ICB",23086
202211,QXU: NHS Surrey Heartlands ICB,23389
202409,QJM: NHS Lincolnshire ICB,16983
202208,QM7: NHS Hertfordshire & West Essex ICB,32577
201903,QPM: NHS Northamptonshire ICB,19075
201903,QHL: NHS Birmingham And Solihull ICB,35391
201512,QPM: NHS Northamptonshire ICB,16677
202209,QRV: NHS North West London ICB,46175
202001,QWO: NHS West Yorkshire ICB,60185
202307,QPM: NHS Northamptonshire ICB,19212
202107,"QHG: NHS Beds, Luton & Milton Keynes ICB",23123
201704,QJK: NHS Devon ICB,25920
202001,QWU: NHS Coventry And Warwickshire ICB,23387
201501,QNX: NHS Sussex ICB,33039
202404,QH8: NHS Mid And South Essex ICB,30737
202010,"QU9: NHS Bucks, Oxford & Berkshire W ICB",32187
201811,QKS: NHS Kent And Medway ICB,43941
201304,QJM: NHS Lincolnshire ICB,15936
202307,QGH: NHS Herefords & Worcestershire ICB,19459
202001,"QOX: NHS Bath & NE S'set, S'don & W ICB",21697
201505,QT6: NHS Cornwall & Isles Of Scilly ICB,11821
202212,QNQ: NHS Frimley ICB,4799
201205,QE1: NHS Lancashire & South Cumbria ICB,301
201303,QH8: NHS Mid And South Essex ICB,347
201301,QMF: NHS North East London ICB,20
201409,QKS: NHS Kent And Medway ICB,38817
201703,QJ2: NHS Derby And Derbyshire ICB,25618
201904,QOP: NHS Greater Manchester ICB,78565
201802,"QUY: NHS Bristol, N S'set & S Gloucs ICB",19361
201707,QWO: NHS West Yorkshire ICB,57076
201604,QMM: NHS Norfolk And Waveney ICB,28604
201608,QHM: NHS North East & North Cumbria ICB,79900
201805,"QU9: NHS Bucks, Oxford & Berkshire W ICB",35958
201701,QMF: NHS North East London ICB,37875
202212,QKS: NHS Kent And Medway ICB,39807
202304,QJG: NHS Suffolk & North East Essex ICB,22868
201403,QRL: NHS Hampshire And Isle Of Wight ICB,37074
201912,QMF: NHS North East London ICB,39664
202107,QKK: NHS South East London ICB,37602
201503,QVV: NHS Dorset ICB,21463
201803,QUE: NHS Cambs & Peterborough ICB,19218
201704,QT6: NHS Cornwall & Isles Of Scilly ICB,12423
201503,QNC: NHS Staffordshire & Stoke-On-Tr ICB,27689
202306,QUE: NHS Cambs & Peterborough ICB,11488
201204,"QK1: NHS Leics, Leic'shire & Rutland ICB",44
202205,QRV: NHS North West London ICB,45508
202206,QOQ: NHS Humber And North Yorkshire ICB,41740
201603,QXU: NHS Surrey Heartlands ICB,19607
202202,QNX: NHS Sussex ICB,33724
201610,QNX: NHS Sussex ICB,36846
201411,QH8: NHS Mid And South Essex ICB,24332
202305,QE1: NHS Lancashire & South Cumbria ICB,57908
202212,QJK: NHS Devon ICB,32937
202205,"QOX: NHS Bath & NE S'set, S'don & W ICB",19914
201402,QHL: NHS Birmingham And Solihull ICB,29479
201707,QOQ: NHS Humber And North Yorkshire ICB,40598
201912,QMM: NHS Norfolk And Waveney ICB,29069
201312,"QHG: NHS Beds, Luton & Milton Keynes ICB",17822
202102,QGH: NHS Herefords & Worcestershire ICB,13829
201710,QJM: NHS Lincolnshire ICB,18905
202402,QM7: NHS Hertfordshire & West Essex ICB,34398
202302,QYG: NHS Cheshire And Merseyside ICB,63733
201710,"QOC: NHS Shrops, Telford & Wrekin ICB",13519
201612,QSL: NHS Somerset ICB,12502
201404,QNQ: NHS Frimley ICB,14863
202003,QNC: NHS Staffordshire & Stoke-On-Tr ICB,24412
201812,QJM: NHS Lincolnshire ICB,16843
201311,QM7: NHS Hertfordshire & West Essex ICB,30849
201704,QNQ: NHS Frimley ICB,14141
201710,QUE: NHS Cambs & Peterborough ICB,19325
202206,QT6: NHS Cornwall & Isles Of Scilly ICB,12999
202010,QR1: NHS Gloucestershire ICB,13242
201810,QJK: NHS Devon ICB,30752
201001,NULL,1236282
201810,QMJ: NHS North Central London ICB,36470
202205,QNC: NHS Staffordshire & Stoke-On-Tr ICB,29111
202205,"QUY: NHS Bristol, N S'set & S Gloucs ICB",20119
201404,QHM: NHS North East & North Cumbria ICB,81921
202405,QWE: NHS South West London ICB,32962
201910,"QU9: NHS Bucks, Oxford & Berkshire W ICB",41332
202208,QHM: NHS North East & North Cumbria ICB,76404
202007,QJG: NHS Suffolk & North East Essex ICB,19072
201805,"QK1: NHS Leics, Leic'shire & Rutland ICB",24959
201309,"QK1: NHS Leics, Leic'shire & Rutland ICB",20147
201502,QHM: NHS North East & North Cumbria ICB,79701
201906,QJ2: NHS Derby And Derbyshire ICB,25831
202212,QMJ: NHS North Central London ICB,32320
201912,QF7: NHS South Yorkshire ICB,34958
202108,QT1: NHS Nott'ham & Nottinghamshire ICB,25793
201510,QNQ: NHS Frimley ICB,15683
202401,QYG: NHS Cheshire And Merseyside ICB,73928
202003,QVV: NHS Dorset ICB,18043
201502,QNQ: NHS Frimley ICB,14620
202003,QF7: NHS South Yorkshire ICB,30215
201402,QPM: NHS Northamptonshire ICB,14531
202108,"QU9: NHS Bucks, Oxford & Berkshire W ICB",33238
201912,QXU: NHS Surrey Heartlands ICB,21842
201911,"QHG: NHS Beds, Luton & Milton Keynes ICB",23304
202405,QXU: NHS Surrey Heartlands ICB,26555
201812,QUE: NHS Cambs & Peterborough ICB,18842
201302,QHM: NHS North East & North Cumbria ICB,99
200906,NULL,1301855
202404,QJM: NHS Lincolnshire ICB,17483
202102,QT1: NHS Nott'ham & Nottinghamshire ICB,22372
201510,QHM: NHS North East & North Cumbria ICB,85874
201712,NULL,183903
202304,QRV: NHS North West London ICB,43426
202106,NULL,182432
201307,QWU: NHS Coventry And Warwickshire ICB,19078
201709,QMJ: NHS North Central London ICB,34016
202012,QE1: NHS Lancashire & South Cumbria ICB,42900
202002,QJG: NHS Suffolk & North East Essex ICB,23788
201704,QRV: NHS North West London ICB,39024
202301,QXU: NHS Surrey Heartlands ICB,22711
201612,QGH: NHS Herefords & Worcestershire ICB,15523
201811,QMF: NHS North East London ICB,42161
201311,QH8: NHS Mid And South Essex ICB,24253
202205,QVV: NHS Dorset ICB,19752
201409,QR1: NHS Gloucestershire ICB,11695
202201,QT6: NHS Cornwall & Isles Of Scilly ICB,12245
202404,"QOC: NHS Shrops, Telford & Wrekin ICB",15330
201611,QPM: NHS Northamptonshire ICB,18618
201611,QGH: NHS Herefords & Worcestershire ICB,16991
202209,QPM: NHS Northamptonshire ICB,18268
202005,QWE: NHS South West London ICB,17716
201302,QM7: NHS Hertfordshire & West Essex ICB,324
201302,QNQ: NHS Frimley ICB,8
202001,NULL,203504
201803,NULL,198447
201409,QM7: NHS Hertfordshire & West Essex ICB,31443
202109,QMJ: NHS North Central London ICB,34349
202003,"QOX: NHS Bath & NE S'set, S'don & W ICB",17884
201405,QUA: NHS Black Country ICB,31879
202107,QOP: NHS Greater Manchester ICB,77899
201612,QPM: NHS Northamptonshire ICB,17595
202209,QGH: NHS Herefords & Worcestershire ICB,19229
201408,QMM: NHS Norfolk And Waveney ICB,27490
201702,QMM: NHS Norfolk And Waveney ICB,27437
201502,QM7: NHS Hertfordshire & West Essex ICB,29827
202304,QKK: NHS South East London ICB,33461
202306,"QK1: NHS Leics, Leic'shire & Rutland ICB",26291
202207,QHM: NHS North East & North Cumbria ICB,74574
201610,QT1: NHS Nott'ham & Nottinghamshire ICB,26855
201405,QUE: NHS Cambs & Peterborough ICB,18831
202309,"QOX: NHS Bath & NE S'set, S'don & W ICB",21809
201711,"QK1: NHS Leics, Leic'shire & Rutland ICB",25090
201505,QNQ: NHS Frimley ICB,14453
202010,QUA: NHS Black Country ICB,29263
201708,QT1: NHS Nott'ham & Nottinghamshire ICB,25763
201404,QE1: NHS Lancashire & South Cumbria ICB,45674
202009,QJM: NHS Lincolnshire ICB,14496
202102,QPM: NHS Northamptonshire ICB,13415
202005,QJM: NHS Lincolnshire ICB,9949
201301,QHM: NHS North East & North Cumbria ICB,109
201205,NULL,1435404
201410,QF7: NHS South Yorkshire ICB,36730
201311,QKS: NHS Kent And Medway ICB,37393
202404,QRL: NHS Hampshire And Isle Of Wight ICB,45562
202212,QOQ: NHS Humber And North Yorkshire ICB,42689
202207,QXU: NHS Surrey Heartlands ICB,21038
201710,"QK1: NHS Leics, Leic'shire & Rutland ICB",24668
201908,QMM: NHS Norfolk And Waveney ICB,28944
201910,QT1: NHS Nott'ham & Nottinghamshire ICB,28130
201706,QJG: NHS Suffolk & North East Essex ICB,23337
201403,QJ2: NHS Derby And Derbyshire ICB,23811
201607,QWE: NHS South West London ICB,31570
202007,QSL: NHS Somerset ICB,10894
201902,QJK: NHS Devon ICB,27721
202206,QUE: NHS Cambs & Peterborough ICB,18296
201510,QGH: NHS Herefords & Worcestershire ICB,16095
201809,QT1: NHS Nott'ham & Nottinghamshire ICB,25443
202407,QHL: NHS Birmingham And Solihull ICB,38161
201410,"QOX: NHS Bath & NE S'set, S'don & W ICB",18363
201807,QNX: NHS Sussex ICB,38150
202008,QJ2: NHS Derby And Derbyshire ICB,19758
201711,QUE: NHS Cambs & Peterborough ICB,19445
201210,QR1: NHS Gloucestershire ICB,313
201302,QJK: NHS Devon ICB,240
201207,"QHG: NHS Beds, Luton & Milton Keynes ICB",26
201205,"QOX: NHS Bath & NE S'set, S'don & W ICB",583
201002,QOP: NHS Greater Manchester ICB,44
202109,QRL: NHS Hampshire And Isle Of Wight ICB,40569
202107,QRV: NHS North West London ICB,46024
202009,QWE: NHS South West London ICB,27895
202101,QSL: NHS Somerset ICB,11976
202410,QMF: NHS North East London ICB,47236
202109,"QOC: NHS Shrops, Telford & Wrekin ICB",13484
201811,QR1: NHS Gloucestershire ICB,13144
201709,QOQ: NHS Humber And North Yorkshire ICB,39945
201707,"QOX: NHS Bath & NE S'set, S'don & W ICB",18832
201304,QUA: NHS Black Country ICB,31910
202309,QUA: NHS Black Country ICB,23103
202011,QNX: NHS Sussex ICB,33283
202301,QMM: NHS Norfolk And Waveney ICB,29838
202312,QH8: NHS Mid And South Essex ICB,26592
201505,QJK: NHS Devon ICB,26827
201611,QSL: NHS Somerset ICB,13442
201801,QF7: NHS South Yorkshire ICB,36044
201601,"QOX: NHS Bath & NE S'set, S'don & W ICB",16826
201812,QUA: NHS Black Country ICB,31522
201801,QVV: NHS Dorset ICB,20819
201309,QUE: NHS Cambs & Peterborough ICB,17978
202308,"QHG: NHS Beds, Luton & Milton Keynes ICB",21978
201305,"QUY: NHS Bristol, N S'set & S Gloucs ICB",18318
202110,QSL: NHS Somerset ICB,14220
201704,"QUY: NHS Bristol, N S'set & S Gloucs ICB",18807
201206,QJ2: NHS Derby And Derbyshire ICB,262
201212,QR1: NHS Gloucestershire ICB,308
202104,QOP: NHS Greater Manchester ICB,70612
201909,"QUY: NHS Bristol, N S'set & S Gloucs ICB",21328
201511,QM7: NHS Hertfordshire & West Essex ICB,31507
202001,QYG: NHS Cheshire And Merseyside ICB,76593
201410,QVV: NHS Dorset ICB,20899
201609,QF7: NHS South Yorkshire ICB,35597
201505,QNC: NHS Staffordshire & Stoke-On-Tr ICB,26355
202207,QMF: NHS North East London ICB,36164
201710,QWE: NHS South West London ICB,31994
202005,"QHG: NHS Beds, Luton & Milton Keynes ICB",11882
201508,"QU9: NHS Bucks, Oxford & Berkshire W ICB",29696
201909,QR1: NHS Gloucestershire ICB,13886
201512,QWO: NHS West Yorkshire ICB,57607
202105,QJM: NHS Lincolnshire ICB,15009
201512,QGH: NHS Herefords & Worcestershire ICB,15318
202308,QKK: NHS South East London ICB,36154
201607,QT6: NHS Cornwall & Isles Of Scilly ICB,12810
201512,QWU: NHS Coventry And Warwickshire ICB,18963
201702,"QHG: NHS Beds, Luton & Milton Keynes ICB",19561
201903,QGH: NHS Herefords & Worcestershire ICB,20175
201711,QMM: NHS Norfolk And Waveney ICB,29893
201206,QE1: NHS Lancashire & South Cumbria ICB,250
201210,"QU9: NHS Bucks, Oxford & Berkshire W ICB",82
200911,NULL,1306230
201311,QJK: NHS Devon ICB,27509
202311,QWE: NHS South West London ICB,33380
202302,NULL,169718
201011,NULL,1379018
201711,QWE: NHS South West London ICB,32141
202012,NULL,175956
202409,QHL: NHS Birmingham And Solihull ICB,35090
202201,QJ2: NHS Derby And Derbyshire ICB,23151
201908,QWE: NHS South West London ICB,30894
202403,QHL: NHS Birmingham And Solihull ICB,35677
202301,QHM: NHS North East & North Cumbria ICB,81041
202205,QNQ: NHS Frimley ICB,14734
201709,QJK: NHS Devon ICB,28711
201510,QRV: NHS North West London ICB,43766
202401,QUA: NHS Black Country ICB,24927
202105,QWE: NHS South West London ICB,29317
202408,QGH: NHS Herefords & Worcestershire ICB,20225
201410,QNC: NHS Staffordshire & Stoke-On-Tr ICB,28232
202008,QE1: NHS Lancashire & South Cumbria ICB,38904
202408,QT1: NHS Nott'ham & Nottinghamshire ICB,32051
201502,QJK: NHS Devon ICB,26662
201306,QRL: NHS Hampshire And Isle Of Wight ICB,33535
202111,QSL: NHS Somerset ICB,14970
201212,"QUY: NHS Bristol, N S'set & S Gloucs ICB",8207
202209,QNQ: NHS Frimley ICB,4946
201506,"QUY: NHS Bristol, N S'set & S Gloucs ICB",19624
201703,QMJ: NHS North Central London ICB,36884
201902,QJ2: NHS Derby And Derbyshire ICB,24004
202106,QYG: NHS Cheshire And Merseyside ICB,68754
201507,QUA: NHS Black Country ICB,33483
201609,QHM: NHS North East & North Cumbria ICB,82184
201901,QHL: NHS Birmingham And Solihull ICB,35904
201509,QHM: NHS North East & North Cumbria ICB,82240
202205,QJK: NHS Devon ICB,34756
201804,"QU9: NHS Bucks, Oxford & Berkshire W ICB",33188
201403,QE1: NHS Lancashire & South Cumbria ICB,48594
201510,QPM: NHS Northamptonshire ICB,17049
202111,"QOC: NHS Shrops, Telford & Wrekin ICB",14236
201510,QF7: NHS South Yorkshire ICB,36718
202112,"QHG: NHS Beds, Luton & Milton Keynes ICB",20740
202403,QSL: NHS Somerset ICB,17039
201408,"QK1: NHS Leics, Leic'shire & Rutland ICB",20602
201508,QJM: NHS Lincolnshire ICB,16915
202111,QMJ: NHS North Central London ICB,33621
202008,QNX: NHS Sussex ICB,29655
201906,QJM: NHS Lincolnshire ICB,17431
201205,QWO: NHS West Yorkshire ICB,200
201206,QRL: NHS Hampshire And Isle Of Wight ICB,25
